,Title
852,Coproduction and cocreation in public care services: a systematic review
853,
854,Boundary work in value co-creation practices: the mediating role of cognitive assistants
855,
856,"Institutional excellence reloaded: a 17-years, two-phase in-depth study of corporate culture change in the health care sector"
857,
858,Enhancing data-driven elderly appointment services in domestic care communities under COVID-19
859,
860,Does group size and blending matter? Impact of a digital mental health game implemented with refugees in various settings
861,
862,Innovations in self care and close care made during COVID 19 pandemic: a narrative review
863,
864,Patients’ Knowledge Formations through a Healthcare E‐messaging System
865,Digital health information: case study the information kiosk
866,
867,Using informatics to improve healthcare quality
868,
869,Construction procurement strategies of national health service in the UK: A critical review
870,Case note review of community mental health services for children and young people in a UK rural location
871,
872,Co-designing multidisciplinary telehealth education for online learning
873,
874,Big White Wall: transforming mental health services through digital technologies
875,
876,Aligned but not integrated: UK academic library support to mental health and well-being during COVID-19
877,
878,Digital healthcare retail: role of presence in creating patients' experience
879,
880,Communicative processes for health activism: the case of organizations working with filipina migrants in Japan
881,
882,Adolescents' views about an internet platform for adolescents with mental health problems
883,
884,"Leveraging service design for healthcare transformation: toward people-centered, integrated, and technology-enabled healthcare systems"
885,
886,"Future studies, mental health and the question of citizenship"
887,
888,Experiences of staff working in a mental health trust during the COVID-19 pandemic and appraisal of staff support services
889,
890,Blended human-technology service realities in healthcare
891,
892,The patient as a prosumer of healthcare: insights from a bibliometric-interpretive review
893,
894,Visual storytelling and vulnerable health care consumers: normalising practices and social support through Instagram
895,
896,An analysis of emerging trends and transformations in global healthcare
897,
898,Digital health technology enhances resilient behaviour: evidence from the ward
899,
900,Telemedicine and its role in improving communication in healthcare
901,
902,Development of an information management knowledge transfer framework for evidence-based occupational therapy
903,
904,Digital displacements in patient-professional relations: Four modes of organizational patient involvement
905,
906,"Method and methodological reflections concerning the conduct of interviews with NHS mental healthcare patients/prisoners in HM Prison Service, UK"
907,
908,Using the concept of hubots to understand the work entailed in using digital technologies in healthcare
909,
910,Achieving digital health sustainability: Breaking Free and CGL
911,
912,Digitalization in practice: the fifth discipline advantage
913,
914,"Rural and remote communities, technology and mental health recovery"
915,
916,Reshaping mental models – enabling innovation through service design
917,
918,Ethnic disparity in mental health legislation at the point of inpatient entry: pilot review in detained adolescents with developmental disorders
919,
920,The COVID-19 pandemic: new concerns and connections between eHealth and digital inequalities
921,
922,Inside-out and outside-in mental models: a top executive perspective
923,
924,A model for determining the value of patient satisfaction in healthcare
925,
926,Using and choosing digital health technologies: a communications science perspective
927,
928,Coronavirus crisis and health care: learning from a service ecosystem perspective
929,
930,Visioning a hospitality-oriented patient experience (HOPE) framework in health care
931,
932,Understanding the emergence of wearable devices as next-generation tools for health communication
933,
934,Incorporating visual methods in longitudinal transformative service research
935,
936,Investigating professional quality of life in nursing staff working in Adolescent Psychiatric Intensive Care Units (PICUs)
937,
938,Creative practice as mutual recovery in mental health
939,
940,Artificial intelligence and mobile apps for mental healthcare: a social informatics perspective
941,
942,Developing health information literacy in disengaged at-risk populations: Insights to inform interventions
943,
944,Crisis behaviors as drivers of value co-creation transformation
945,
946,Crossing the boundary between physical and digital: the role of boundary objects
947,
948,PRACTITIONER COMMENTARY: Incorporating digital self-services into integrated mental healthcare: a physician’s perspective
949,The transformation of work in digitized public sector organizations
950,
951,"Consumer health information e‐mails: content, metrics and issues"
952,
953,Disaster communication: An analysis of the digital communication strategies used by the medical tourism industry during the 2017 Caribbean hurricane season
954,
955,Issues and challenges of user and data interaction in healthcare-related IoT: A systematic review
956,
957,The future of health tourism in the industrial revolution 4.0 era
958,
959,"I'm no expert, but … ? Consumer use of supportive digital tools in health services"
960,
961,Digital healthcare: its high priests and orphans
962,Application of digital technologies in health insurance for social good of bottom of pyramid customers in India
963,
964,Parents' burdens of service for children with ASD – implications for service providers
965,
966,Electronic health records for better health in the lower- and middle-income countries: A landscape study
967,
968,Critical healthcare management studies: green shoots
969,
970,"Mental health services designed for Black, Asian and Minority Ethnics (BAME) in the UK: a scoping review of case studies"
971,
972,Big White Wall: transforming mental health services through digital technologies
973,
974,Aligned but not integrated: UK academic library support to mental health and well-being during COVID-19
975,
976,Digital healthcare retail: role of presence in creating patients' experience
977,
978,Communicative processes for health activism: the case of organizations working with filipina migrants in Japan
979,
980,Adolescents' views about an internet platform for adolescents with mental health problems
981,
982,"Leveraging service design for healthcare transformation: toward people-centered, integrated, and technology-enabled healthcare systems"
983,
984,"Future studies, mental health and the question of citizenship"
985,
986,Experiences of staff working in a mental health trust during the COVID-19 pandemic and appraisal of staff support services
987,
988,Blended human-technology service realities in healthcare
989,
990,The patient as a prosumer of healthcare: insights from a bibliometric-interpretive review
991,
992,Visual storytelling and vulnerable health care consumers: normalising practices and social support through Instagram
993,
994,An analysis of emerging trends and transformations in global healthcare
995,
996,Digital health technology enhances resilient behaviour: evidence from the ward
997,
998,Telemedicine and its role in improving communication in healthcare
999,
1000,Development of an information management knowledge transfer framework for evidence-based occupational therapy
1001,
1002,Digital displacements in patient-professional relations: Four modes of organizational patient involvement
1003,
1004,"Method and methodological reflections concerning the conduct of interviews with NHS mental healthcare patients/prisoners in HM Prison Service, UK"
1005,
1006,Using the concept of hubots to understand the work entailed in using digital technologies in healthcare
1007,
1008,Achieving digital health sustainability: Breaking Free and CGL
1009,
1010,Digitalization in practice: the fifth discipline advantage
1011,
1012,"Rural and remote communities, technology and mental health recovery"
1013,
1014,Reshaping mental models – enabling innovation through service design
1015,
1016,Ethnic disparity in mental health legislation at the point of inpatient entry: pilot review in detained adolescents with developmental disorders
1017,
1018,The COVID-19 pandemic: new concerns and connections between eHealth and digital inequalities
1019,
1020,Inside-out and outside-in mental models: a top executive perspective
1021,
1022,A model for determining the value of patient satisfaction in healthcare
1023,
1024,Using and choosing digital health technologies: a communications science perspective
1025,
1026,Coronavirus crisis and health care: learning from a service ecosystem perspective
1027,
1028,Visioning a hospitality-oriented patient experience (HOPE) framework in health care
1029,
1030,Understanding the emergence of wearable devices as next-generation tools for health communication
1031,
1032,Incorporating visual methods in longitudinal transformative service research
1033,
1034,Investigating professional quality of life in nursing staff working in Adolescent Psychiatric Intensive Care Units (PICUs)
1035,
1036,Creative practice as mutual recovery in mental health
1037,
1038,Artificial intelligence and mobile apps for mental healthcare: a social informatics perspective
1039,
1040,Developing health information literacy in disengaged at-risk populations: Insights to inform interventions
1041,
1042,Crisis behaviors as drivers of value co-creation transformation
1043,
1044,Crossing the boundary between physical and digital: the role of boundary objects
1045,
1046,PRACTITIONER COMMENTARY: Incorporating digital self-services into integrated mental healthcare: a physician’s perspective
1047,The transformation of work in digitized public sector organizations
1048,
1049,"Consumer health information e‐mails: content, metrics and issues"
1050,
1051,Disaster communication: An analysis of the digital communication strategies used by the medical tourism industry during the 2017 Caribbean hurricane season
1052,
1053,Issues and challenges of user and data interaction in healthcare-related IoT: A systematic review
1054,
1055,The future of health tourism in the industrial revolution 4.0 era
1056,
1057,"I'm no expert, but … ? Consumer use of supportive digital tools in health services"
1058,
1059,Digital healthcare: its high priests and orphans
1060,Application of digital technologies in health insurance for social good of bottom of pyramid customers in India
1061,
1062,Parents' burdens of service for children with ASD – implications for service providers
1063,
1064,Electronic health records for better health in the lower- and middle-income countries: A landscape study
1065,
1066,Critical healthcare management studies: green shoots
1067,
1068,"Mental health services designed for Black, Asian and Minority Ethnics (BAME) in the UK: a scoping review of case studies"
1069,
