,Title
337,The contribution of human factors and ergonomics to the design and delivery of safe future healthcare
338,Smart Contracts in Healthcare
339,Patient and Provider Insights into the Impact of Multiple Sclerosis on Mental Health: A Narrative Review
340,Classification of Mental Stress Using CNN-LSTM Algorithms with Electrocardiogram Signals
341,Digital Twins in Livestock Farming
342,The Thrive online wellbeing program for healthcare workers: Protocol for a randomised controlled trial (Preprint)
343,Accessibility of Healthcare Facility for Persons with Visual Disability
344,Impact of the first COVID-19 outbreak on mental health service utilisation at a Dutch mental health centre: retrospective observational study
345,"Gender-affirming care, mental health, and economic stability in the time of COVID-19: a global cross-sectional study of transgender and non-binary people"
346,Patient Experience Measurement Ignores Mental Health: Suggestions for Healthcare Organizations
347,Chatbots to Support Mental Wellbeing of People Living in Rural Areas: Can User Groups Contribute to Co-design?
348,Self-directed Technology-Based Therapeutic Methods for Adult Patients Receiving Mental Health Services: Systematic Review
349,Integrated efforts to promote mental health care during the SARS-CoV-2 pandemic: Reflecting on the experience of a university helpline
350,The future of digital health with federated learning.
351,The Impact of a Digital Intervention (Happify) on Loneliness During COVID-19: Qualitative Focus Group
352,Chatbots to Support Mental Wellbeing of People Living in Rural Areas: Can User Groups Contribute to Co-design?
353,Integrated efforts to promote mental health care during the SARS-CoV-2 pandemic: Reflecting on the experience of a university helpline
354,Establishing views of traditional healers and biomedical practitioners on collaboration in mental health care in Zanzibar: a qualitative pilot study
355,Evaluation of a Digital Game-Based Learning Program for Enhancing Youth Mental Health: A Structural Equation Modeling of the Program Effectiveness
356,Mental health literacy: a focus on daily life context for population health measurement
357,Telepsychiatry and other cutting edge technologies in Covid-19 pandemic: bridging the distance in mental health assistance
358,"Evaluation of mhGAP training for primary healthcare workers in Mulanje, Malawi: a quasi-experimental and time series study"
359,Advancing E-Mental Health in Canada: Report From a Multistakeholder Meeting
360,Review: Mental health impacts of the COVID‐19 pandemic on children and youth – a systematic review
361,Preliminary Evaluation of the Engagement and Effectiveness of a Mental Health Chatbot
362,The mental health impact of COVID-19 outbreak: a Nationwide Survey in Iran
363,Young adolescents’ interest in a mental health casual video game
364,Best practices for authors of healthcare-related artificial intelligence manuscripts
365,Designing the Future of Children’s Mental Health Services
366,"COVID-19 pandemic: Prevalence of Perceived Stress, Anxiety, Depression, and Obsessive-Compulsive Symptoms vary among Healthcare and non-Healthcare Workers in Alberta."
367,Psychological trauma and access to primary healthcare for people from refugee and asylum-seeker backgrounds: a mixed methods systematic review
368,The Challenges Faced by Mental Health Care Users in a Primary Care Setting: A Qualitative Study
369,Applying speech technologies to assess verbal memory in patients with serious mental illness.
370,The COVID‐19 pandemic and mental health impacts
371,Digital health interventions in palliative care: a systematic meta-review
372,Workforce challenges in digital health implementation: How are clinical psychology training programmes developing digital competences?
373,Mental health first aid: strengthening its impact for aid recipients
374,Novel Insights into Autism Knowledge and Stigmatizing Attitudes Toward Mental Illness in Dutch Youth and Family Center Physicians
375,"Mental States, EEG Manifestations, and Mentally Emulated Digital Circuits for Brain-Robot Interaction"
376,Effectiveness of Housing First for Homeless Adults with Mental Illness Who Frequently Use Emergency Departments in a Multisite Randomized Controlled Trial
377,Healthcare provider burn-out: A war with uncertainty.
378,Task Sharing or Task Dumping: Counsellors Experiences of Delivering a Psychosocial Intervention for Mental Health Problems in South Africa
379,A cross-cultural qualitative study of the ethical aspects in the transition from child mental health services to adult mental health services.
380,Blockchain Applications for Healthcare Data Management
381,"It’s Not a Race, It’s a Marathon! Families Living with a Young Adult Suffering from Mental Illness"
382,Planning and Implementing Telepsychiatry in a Community Mental Health Setting: A Case Study Report
383,The Schwartz Centre Rounds: Supporting mental health workers with the emotional impact of their work.
384,Task Sharing or Task Dumping: Counsellors Experiences of Delivering a Psychosocial Intervention for Mental Health Problems in South Africa
385,A cross-cultural qualitative study of the ethical aspects in the transition from child mental health services to adult mental health services.
386,Mental traumatization of police officers during service in a medical and biological emergency caused by the COVID-19 pandemic
387,Review: The mental health implications for children and adolescents impacted by infectious outbreaks - a systematic review.
388,Healthcare Provider Stress and Virtual Reality Simulation: A Scoping Review
389,"Physical, Mental, and Cognitive Health Status of ICU Survivors Before ICU Admission: A Cohort Study"
390,Virtual Reality Simulation in Nontechnical Skills Training for Healthcare Professionals
391,Mental Health Problems and Internet Access: Results From an Australian National Household Survey
392,Parental Mental Health Care After Their Child’s Pediatric Intensive Care Hospitalization*
393,"Physical, Mental, and Cognitive Health Status of ICU Survivors Before ICU Admission: A Cohort Study"
394,A qualitative study of stakeholder views on the use of a digital app for supported self-management in early intervention services for psychosis
395,PG112 Exploring the influence of trainee attributes on simulation-based mental health training efficacy
396,Exploring Suicidal Ideation Using an Innovative Mobile App-Strength Within Me: The Usability and Acceptability of Setting up a Trial Involving Mobile Technology and Mental Health Service Users
397,Review: Experiences of healthcare transitions for young people with attention deficit hyperactivity disorder a systematic review of qualitative research
398,Editorial Perspective: Missing the forest for the trees - how the focus on digital addiction and gaming diverted attention away from wider online risks.
399,LeiP#netz 2.0: mapping COVID-19-related changes in mental health services in the German city of Leipzig
400,Gamification in Apps and Technologies for Improving Mental Health and Well-Being: Systematic Review
401,Psychometric Testing of Three COVID-19-Related Scales Among People with Mental Illness
402,"Prevalence and predictors of depression, anxiety, and stress symptoms among patients with type II diabetes attending primary healthcare centers in the western region of Saudi Arabia: a…"
403,Digital Interventions to Reduce Distress Among Health Care Providers at the Frontline: Protocol for a Feasibility Trial (Preprint)
404,Artificial intelligence in healthcare: An essential guide for health leaders
405,Featuring Dual Learning Experiences in Tangible CPS Education: A Synchronized Internet-of-Things – Digital-Twin System
406,[Which Digital Services do Psychosomatic Rehabilitation Patients Use During the Corona Pandemic and do Interrelations with Anxiety and Depressive Symptoms Exist?]
407,Learning the Mental Health Impact of COVID-19 in the United States With Explainable Artificial Intelligence: Observational Study
408,Experiences of in-patient mental health services: systematic review.
409,Bridging the skills gap: apprentice assistant practitioners having an impact in mental healthcare services. Part 3. The mentor experience
410,Blockchain Technology and Healthcare
411,Undergraduate nursing students' stigma and recovery attitudes during mental health clinical placement: A pre/post-test survey study.
412,Family‐focused practice with EASE: A practice framework for strengthening recovery when mental health consumers are parents
413,"Digital phenotyping, behavioral sensing, or personal sensing: names and transparency in the digital age"
414,Blended Digital and Face-to-Face Care for First-Episode Psychosis Treatment in Young People: Qualitative Study
415,Digital Cognitive Behavior Therapy Intervention for Depression and Anxiety: Retrospective Study
416,The Digital Therapeutic Alliance and Human-Computer Interaction
417,Managing depression in a changing primary mental healthcare system: comparison of two snapshots of Australian GPs' treatment and referral patterns.
418,Patient Innovation in Investigating the Effects of Environmental Pollution in Schizophrenia: Case Report of Digital Phenotyping Beyond Apps
419,RESTful dissemination of healthcare data in mobile digital ecosystem
420,Functional impairment among people diagnosed with depression in primary healthcare in rural Ethiopia: a comparative cross-sectional study
421,RESTful dissemination of healthcare data in mobile digital ecosystem
422,"Why is change a challenge in acute mental health wards? A cross‐sectional investigation of the relationships between burnout, occupational status and nurses’ perceptions of barriers to change"
423,A pragmatic randomized waitlist-controlled effectiveness and cost-effectiveness trial of digital interventions for depression and anxiety
424,"Adolescents, Ambivalent Sexism and Social Networks, a Conditioning Factor in the Healthcare of Women"
425,Mental Health Apps in Psychiatric Treatment: A Patient Perspective on Real World Technology Usage
426,"Data Science in Healthcare: Benefits, Challenges and Opportunities"
427,"Current needs for the improved management of depressive disorder in community healthcare centres, Shenzhen, China: a view from primary care medical leaders"
428,COVID-19 and Mental health in School-Aged Children and Young People: Thinking ahead while preparing the return to school and to life “as usual”
429,Enhancing Privacy and Data Security across Healthcare Applications Using Blockchain and Distributed Ledger Concepts
430,"The physical and mental health of acute psychiatric ward staff, and its relationship to experience of physical violence"
431,A pragmatic randomized waitlist-controlled effectiveness and cost-effectiveness trial of digital interventions for depression and anxiety.
432,A Digital Intervention for Adolescent Depression (MoodHwb): Mixed Methods Feasibility Evaluation
433,Using Computer Games to Support Mental Health Interventions: Naturalistic Deployment Study
434,Effectiveness of direct contact intervention with people with mental illness to reduce stigma in nursing students
435,Prevention and early intervention in youth mental health: is it time for a multidisciplinary and trans-diagnostic model for care?
436,The Mental Health Act
437,"Digital phenotyping, behavioral sensing, or personal sensing: names and transparency in the digital age."
438,What impact do healthcare digital libraries have? An evaluation of national resource of infection control at the point of care using the Impact-ED framework
439,"Substance use, mental disorders and COVID-19: a volatile mix"
440,Using Computer Games to Support Mental Health Interventions: Naturalistic Deployment Study
441,Making way for a clinical feedback system in the narrow space between sessions: navigating competing demands in complex healthcare settings
442,Mental Health Professionals’ Attitudes to Severe Mental Illness and Its Correlates in Psychiatric Hospitals of Attica: The Role of Workers’ Empathy
443,Being in a space of sharing decision-making for dignified mental care.
444,The ghettoization of persons with severe mental illnesses
445,Defining and Predicting High Cost Utilization in Children’s Outpatient Mental Health Services
446,eMental Health Literacy and Psychological Distress as Predictors of Barriers to Mental Health Services
447,Using Digital Health Technologies to Manage the Psychosocial Symptoms of Menopause in the Workplace: A Narrative Literature Review
448,The use of Positive Behaviour Support Plans in mental health inpatient care: A mixed methods study.
449,The transition from patient to mental health peer worker: A grounded theory approach
450,"Mental health services, care provision, and professional support for people diagnosed with borderline personality disorder: systematic review of service-user, family, and carer perspectives"
451,Identity and Access Management with Blockchain in Electronic Healthcare Records
452,An evaluation of education and implementation of psychosocial interventions within one UK mental healthcare trust.
453,Assessing students’ mental health crisis skills via consumers with lived experience: a qualitative evaluation
454,Job Burnout Among Mental Health Staff at a Veterans Affairs Psychosocial Rehabilitation Center
455,Comparing Chinese and European American mental health decision making
456,Opportunities and challenges of delivering digital clinical trials: lessons learned from a randomised controlled trial of an online behavioural intervention for children and young people
457,Healthcare Transformation
458,Promoting adolescents’ mental health and wellbeing: evidence synthesis
459,Psychosocial challenges in palliative care: Bridging the gaps using digital health
460,A Survey on Ambient Intelligence in Healthcare
461,Population level of unmet need for mental healthcare in Europe
462,GPS mobility as a digital biomarker of negative symptoms in schizophrenia: a case control study
463,Psychosocial challenges in palliative care: Bridging the gaps using digital health
464,Transitioning to digital first line intervention – validation of a brief online screener for early identification of a suspected eating disorder: study protocol
465,Transitioning To Digital First Line Intervention – Validation Of A Brief Online Screener For Early Identification Of A Suspected Eating Disorder: Study Protocol
466,"Prediction of Suicide and Nonfatal Self-harm After Bariatric Surgery: A Risk Score Based on Sociodemographic Factors, Lifestyle Behavior, and Mental Health"
467,Physical healthcare of people with severe mental illness: everybody's business!
468,Mental health interventions for immigrant-refugee children and youth living in Canada: a scoping review and way forward.
469,Middle and High School Student Perspectives on Digitally-Delivered Mental Health Assessments and Measurement Feedback Systems
470,"Self-Reliance, Mental Health Need, and the Use of Mental Healthcare Among Island Puerto Ricans"
471,Debate: Emergency mental health presentations of young people during the COVID‐19 lockdown
472,"An App That Incorporates Gamification, Mini-Games, and Social Connection to Improve Men's Mental Health and Well-Being (MindMax): Participatory Design Process"
473,Artificial intelligence powers digital medicine
474,Managing Unstructured Big Data in Healthcare System
475,Roles of psychiatrists and other professionals in mental healthcare: results of a formal group judgement method among mental health professionals.
476,Mind and body primary mental healthcare: new model for integrated services.
477,Young men’s access to community-based mental health care: qualitative analysis of barriers and facilitators
478,Closing the Research-To-Practice Gap in Digital Psychiatry: The Need to Integrate Implementation Science.
479,E-Clinical High Risk for Psychosis: Viewpoint on Potential of Digital Innovations for Preventive Psychiatry
480,"Going global: do consumer preferences, attitudes, and barriers to using e-mental health services differ across countries?"
481,"Priorities and preferences for school-based mental health services in India: a multi-stakeholder study with adolescents, parents, school staff, and mental health providers"
482,"The professional psychiatric/mental health nurse: skills, competencies and supports required to adopt recovery‐orientated policy in practice"
483,"Assessment of patients’ satisfaction and associated factors among outpatients received mental health services at public hospitals of Mekelle Town, northern Ethiopia"
484,The impact of digital health interventions on health-related outcomes in the workplace: A systematic review
485,Policy Levers to Promote Access to and Utilization of Children’s Mental Health Services: A Systematic Review
486,India’s response to adolescent mental health: a policy review and stakeholder analysis
487,Developing a clinical violence prevention and intervention plan for psychiatric mental healthcare settings.
488,Community Mental Health Provider Responses to a Competency-Based Training in Suicide Risk Assessment and Prevention
489,Guided Digital Cognitive Behavioral Program for Anxiety in Primary Care: Propensity-Matched Controlled Trial
490,"Priorities and preferences for school-based mental health services in India: a multi-stakeholder study with adolescents, parents, school staff, and mental health providers"
491,"Ethical Issues for Direct-to-Consumer Digital Psychotherapy Apps: Addressing Accountability, Data Protection, and Consent"
492,The impact of digital health interventions on health-related outcomes in the workplace: A systematic review
493,Use of the Internet and Mobile Phones for Self-Management of Severe Mental Health Problems: Qualitative Study of Staff Views
494,Mental health literacy: A cross‐cultural study of American and Chinese bachelor of nursing students
495,The impact of disability type and visibility on self-concept and body image: Implications for mental health nursing.
496,Providing mental health care in the context of online mental health notes: advice from patients and mental health clinicians
497,The Role of Deep Learning in Improving Healthcare
498,Evaluation of the minimum age for consent to mental health treatment with the minimum age of criminal responsibility in children and adolescents: a global comparison
499,Characterizing Participation and Perceived Engagement Benefits in an Integrated Digital Behavioral Health Recovery Community for Women: A Cross-Sectional Survey
500,Addressing the support needs of families during the acute hospitalization of a parent with mental illness: A narrative literature review
501,Evidence-based guideline implementation in low and middle income countries: lessons for mental health care
502,Mindfulness‐based cognitive therapy: An efficacy study for mental health care staff
503,Enhancing oral health for better mental health: Exploring the views of mental health professionals
504,"Parental attitudes towards an online, school-based, mental health service: implications for service design and delivery"
505,Italian Investigation on Mental Health Workers’ Attitudes Regarding Personal Recovery From Mental Illness
506,Moral mindfulness: The ethical concerns of healthcare professionals working in a psychiatric intensive care unit.
507,Implementing a digital clinical decision support tool for side effects of antipsychotics: a focus group study
508,Blockchain Technology in Healthcare
509,What Is the Impact of Targeted Health Education for Mental Health Nurses in the Provision of Physical Health Care? An Integrated Literature Review
510,Accuracy of proactive case finding for mental disorders by community informants in Nepal.
511,The Contextualized Technology Adaptation Process (CTAP): Optimizing Health Information Technology to Improve Mental Health Systems
512,Evaluation of an Education and Training Program to Prevent and Manage Patients’ Violence in a Mental Health Setting: A Pretest-Posttest Intervention Study
513,Not sick enough: Experiences of carers of people with mental illness negotiating care for their relatives with mental health services
514,Early Psychosis Service User Views on Digital Technology: Qualitative Analysis
515,Defining professionalism for mental health services: a rapid systematic review
516,Can an internet-based program for the prevention and early intervention in eating disorders facilitate access to conventional professional healthcare?
517,Generalist health professional's interactions with consumers who have a mental illness in nonmental health settings: A systematic review of the qualitative research.
518,Multiple Sclerosis: An Update for Home Healthcare Clinicians
519,Preventing Youth from Falling Through the Cracks Between Child/Adolescent and Adult Mental Health Services: A Systematic Review of Models of Care
520,Burnout and Self-Reported Quality of Care in Community Mental Health
521,Experience of care for mental health problems in the antenatal or postnatal period for women in the UK: a systematic review and meta-synthesis of qualitative research
522,Preventing Youth from Falling Through the Cracks Between Child/Adolescent and Adult Mental Health Services: A Systematic Review of Models of Care
523,Human Daily Activity Recognition for Healthcare Using Wearable and Visual Sensing Data
524,Using patient‐reported outcome measures to improve service effectiveness for supervisors: a mixed‐methods evaluation of supervisors' attitudes and self‐efficacy after training to use outcome measures…
525,Lived experience of working with female patients in a high‐secure mental health setting
526,Facilitators and barriers to family engagement and retention of young children in mental health care: A qualitative study of caregivers’ perspectives
527,The mental demands of leadership in complex adaptive systems
528,Effectiveness and impact of networked communication interventions in young people with mental health conditions: A rapid review
529,The Mental Health of Adults with Developmental Disabilities in Ontario: Lessons from Administrative Health Data.
530,Population Cost Prediction on Public Healthcare Datasets
531,"Improvement of Attention-Deficit/Hyperactivity Disorder Symptoms in School-Aged Children, Adolescents, and Young Adults With Autism via a Digital Smartglasses-Based Socioemotional Coaching Aid:…"
532,Digital Technology Use Among Individuals with Schizophrenia: Results of an Online Survey
533,Experiences of self‐stigmatization and parenting in Chinese mothers with severe mental illness
534,"Self-reported frequency of sex as self-injury (SASI) in a national study of Swedish adolescents and association to sociodemographic factors, sexual behaviors, abuse and mental health"
535,‘Violence is Not Part of Our Job’: A Thematic Analysis of Psychiatric Mental Health Nurses’ Experiences of Patient Assaults from a New Zealand Perspective
536,Enhanced e-health framework for security and privacy in healthcare system
537,EQUIP training the trainers: an evaluation of a training programme for service users and carers involved in training mental health professionals in user‐involved care planning
538,The global state of mental health: trends and correlates
539,Therapeutic Alliance in Mental Health Nursing: An Evolutionary Concept Analysis
540,Burnout and quality of life among Spanish healthcare personnel.
541,A Pilot Test of a Peer Navigator Intervention for Improving the Health of Individuals with Serious Mental Illness
542,"Causes of crises and appropriate interventions: The views of people with dementia, carers and healthcare professionals"
543,The Italian Version of the Opening Minds Stigma Scale for Healthcare Providers: Validation and Study on a Sample of Bachelor Students
544,"The Relationship Between Race, Patient Activation, and Working Alliance: Implications for Patient Engagement in Mental Health Care"
545,Healthcare Engagement as a Potential Source of Psychological Distress among People without Religious Beliefs: A Systematic Review
546,Utilization of healthcare services among elderly with cognitive impairment no dementia and influence of depression and anxiety: a longitudinal study
547,"Exploring the potential implementation of a tool to enhance shared decision making (SDM) in mental health services in the United Kingdom: a qualitative exploration of the views of service users,…"
548,"Psychometric evaluation of the hope, agency and opportunity (HAO); a brief measure of mental health recovery"
549,The transition from youth to adult mental health services and the economic impact on youth and their families
550,Mental health nurses' beliefs about likely outcomes for people with schizophrenia or depression: a comparison with the public and other healthcare professionals.
551,Online Information Searches and Help Seeking for Mental Health Problems in Urban China
552,"Psychometric evaluation of the hope, agency and opportunity (HAO); a brief measure of mental health recovery"
553,"Exploring the potential implementation of a tool to enhance shared decision making (SDM) in mental health services in the United Kingdom: a qualitative exploration of the views of service users,…"
554,Evaluating the Impact of an Anti-stigma Intervention on Pharmacy Students’ Willingness to Counsel People Living with Mental Illness
555,Ethnic Differences in Mental Health and Race-Based Data Collection.
556,Advancements of Image Processing and Vision in Healthcare
557,Closing the mortality gap for severe mental illness: are we going in the right direction?
558,Mental health in rural Australia.
559,Attachment and Mental Help-Seeking in the Perinatal Period: The Role of Stigma
560,Treating Depression and Anxiety with Digital Cognitive Behavioural Therapy for Insomnia: A Real World NHS Evaluation Using Standardized Outcome Measures
561,Mental health problems and medically unexplained physical symptoms in adult survivors of childhood sexual abuse: an integrative literature review.
562,Mental Health Beliefs Amongst Emirati Female College Students
563,"Continuity of Care in Children’s Mental Health: Parent, Youth and Provider Perspectives"
564,The California Assessment of Stigma Change: A Short Battery to Measure Improvements in the Public Stigma of Mental Illness
565,Policy for Promotion of Women’s Mental Health: Insight from Analysis of Policy on Postnatal Depression in Mexico
566,Mental health care in post-genocide Rwanda: evaluation of a program specializing in posttraumatic stress disorder and substance abuse
567,"Depression, anxiety, and mental health service experiences of women with a twin-twin transfusion syndrome pregnancy"
568,The role of digital imaging and communications in medicine in an evolving healthcare computing environment: The model is the Message
569,Book Review: Data-Driven Healthcare & Analytics in a Big Data World
570,Use of a Computerized Medication Shared Decision Making Tool in Community Mental Health Settings: Impact on Psychotropic Medication Adherence
571,Service Users’ Perceptions of an Outreach Wellbeing Service: A Social Enterprise for Promoting Mental Health
572,"Young people's experiences of persistent musculoskeletal pain, needs, gaps and perceptions about the role of digital technologies to support their co-care: a qualitative study"
573,Exploring the influence of feedback given by people with lived experience of mental distress on learning for preregistration mental health students.
574,Book Review: Data-Driven Healthcare & Analytics in a Big Data World
575,Desired Features of a Digital Technology Tool for Self-Management of Well-Being in a Nonclinical Sample of Young People: Qualitative Study
576,Serious games for mental health.
577,Intensely Exposed Oklahoma City Terrorism Survivors: Long-term Mental Health and Health Needs and Posttraumatic Growth
578,Digital Technology for Caregivers of People With Psychosis: Systematic Review
579,Barriers and Facilitators of Hispanic Older Adult Mental Health Service Utilization in the USA
580,"The Design and Development of Staff Wellbeing Initiatives: Staff Stressors, Burnout and Emotional Exhaustion at Children and Young People’s Mental Health in Australia"
581,Relationships of Shared Decision Making with Parental Perceptions of Child Mental Health Functioning and Care
582,A Randomized Clinical Trial Investigating the Effect of a Healthcare Access Model for Individuals with Severe Psychiatric Disabilities
583,Socio-demographic variables and perceptual moderators related to mental health stigma
584,An overview of the mental health system in Gaza: an assessment using the World Health Organization’s Assessment Instrument for Mental Health Systems (WHO-AIMS)
585,"International dissemination of evidence-based practice, open access and the IACAPAP textbook of child and adolescent mental health"
586,Further examination of predictors of turnover intention among mental health professionals
587,Healthcare Application Development in Mobile and Cloud Environments
588,Adequacy of Help Received Among Individuals With Severe Mental Disorders
589,"Cancer and serious mental illness--patient, caregiver and professional perspectives: study protocol."
590,A Re-conceptualization of Access for 21st Century Healthcare
591,Motivations for adolescent self‐harm and the implications for mental health nurses
592,Attitudes Toward Mental Health Services Among American Indians by Two Age Groups
593,Exploring experiences of and attitudes towards mental illness and disclosure amongst health care professionals: a qualitative study
594,Challenges and opportunities in evaluating a digital sexual health intervention in a clinic setting: Staff and patient views
595,Thinking big in mental health
596,Professionals’ perceptions about healthcare resources for co-occuring disorders in Spain
597,Big Data Analysis in Healthcare
598,Smartphone apps for depression and anxiety: a systematic review and meta-analysis of techniques to increase engagement
599,Mental health in primary care for adolescent parents.
600,Barriers and facilitators of disclosures of domestic violence by mental health service users: qualitative study.
601,Experiences of adults who as children lived with a parent experiencing mental illness in a small‐scale society: A Qualitative study
602,Improving Quality of Emergency Care Through Integration of Mental Health
603,Experiences of mental health nursing staff working with voice hearers in an acute setting: An interpretive phenomenological approach
604,IMPLEMENTATION OF AN EVIDENCED-BASED PARENTING PROGRAM IN A COMMUNITY MENTAL HEALTH SETTING.
605,Verily and Its Approach to Digital Biomarkers
606,A Hybrid Transaction Processing and Data Analysis Framework: A Use Case Study for Multi-Source Healthcare Data Management
607,Developing Indicators for the Child and Youth Mental Health System in Ontario.
608,Preserving the Art and Science of Psychotherapy for Advance Practice Psychiatric Mental Health Nurses
609,Factors affecting mental health nurses working with clients with first‐episode psychosis: A qualitative study
610,"Depression, Anxiety and Stress Among Indians in Times of Covid-19 Lockdown"
611,Patient Smartphone Ownership and Interest in Mobile Apps to Monitor Symptoms of Mental Health Conditions: A Survey in Four Geographically Distinct Psychiatric Clinics
612,Workplace Violence in Mental Health: A Victorian Mental Health Workforce Survey.
613,Association between resilience and burnout of front‐line nurses at the peak of the COVID‐19 pandemic: Positive and negative affect as mediators in Wuhan
614,SMS4 perinatal parents: designing parenting support via text messages for mothers with severe mental illness (SMI) and their partners
615,The Burden of Care: Psychosocial Experiences and Coping Strategies among Caregivers of Persons with Mental Illness in Ghana
616,Factors affecting mental health nurses working with clients with first‐episode psychosis: A qualitative study
617,Privacy-preserving Federated Deep Learning for Wearable IoT-based Biomedical Monitoring
618,Advancing family-centred care in child and adolescent mental health: a critical review of the literature.
619,Healthcare system design focusing on emotional aspects using augmented reality — Relaxed service design
620,"Specialist mental health services in England in 2014: overview of funding, access and levels of care"
621,COVID-19 and Telepsychiatry: Development of Evidence-Based Guidance for Clinicians
622,Clinical Placements in Mental Health: A Literature Review
623,The role of social structural factors in treatment of mental health disorder
624,Impacts on and Care of Psychiatric Patients during the Outbreak of COVID-19
625,Primary healthcare practitioners' screening practices and attitudes towards women survivors of child abuse.
626,When It Is Not Postpartum Depression: Understanding the Postpartum Mental Health Needs of Mothers and How They Are Being Met
627,PIONEERING ENHANCEMENT IN PUBLIC MENTAL HEALTH LITERACY AND COMMUNICATION
628,Community Psychiatry Care: An Urgent Need in Nigeria
629,Hoarding in the Home: A Toolkit for the Home Healthcare Provider
630,Mobile Interventions for Severe Mental Illness: Design and Preliminary Data From Three Approaches
631,The promise and the reality: a mental health workforce perspective on technology-enhanced youth mental health service delivery
632,Exploring core competencies for mental health and addictions work within a Family Health Team setting.
633,Comparing Effectiveness Between a Mobile App Program and Traditional Cognitive Behavior Therapy in Obsessive-Compulsive Disorder: Evaluation Study
634,Debate: Behavioural addictions and technology use - risk and policy recommendations for problematic online gambling and gaming.
635,The First Step in Health Reform for Those With Serious Mental Illness: Integrating the Dis-Integrated Mental Health System
636,DIAGNOSTIC CLASSIFICATION OF MENTAL HEALTH AND DEVELOPMENTAL DISORDERS OF INFANCY AND EARLY CHILDHOOD (DC:0-5): IMPLEMENTATION CONSIDERATIONS AND CLINICAL REMARKS.
637,Identifying and Managing Suicidality in Myalgic Encephalomyelitis/Chronic Fatigue Syndrome
638,Developing a Transnational Health Record Framework with Level-Specific Interoperability Guidelines Based on a Related Literature Review
639,Editorial Perspective: Cabin fever – the impact of lockdown on children and young people
640,"Stigma, negative attitudes and discrimination towards mental illness within the nursing profession: a review of the literature."
641,Mobilization of Telepsychiatry in Response to COVID-19—Moving Toward 21st Century Access to Care
642,Managing mental illness in Ghana: the state of commonly prescribed psychotropic medicines
643,"Exploring the awareness, attitudes, and actions (AAA) of UK adults at high risk of severe illness from COVID-19"
644,The effectiveness of psychological support interventions for those exposed to mass infectious disease outbreaks: a systematic review
645,Experiences of weight stigma in adolescents with severe obesity and their families.
646,Evaluating telehealth lifestyle therapy versus telehealth psychotherapy for reducing depression in adults with COVID-19 related distress: the curbing anxiety and depression using lifestyle medicine…
647,Anxiety and Adaptation of Behavior in Pregnant Zhuang Women During the COVID-19 Pandemic: A Mixed-Mode Survey
648,"Suicidal Ideation during the COVID-19 Pandemic among A Large-Scale Iranian Sample: The Roles of Generalized Trust, Insomnia, and Fear of COVID-19"
649,Soliciting stakeholders’ views on the organization of child and adolescent mental health services: a system in trouble
650,Mental Disorders Among Frequent Attenders in Primary Care: A Comparison With Routine Attenders
651,Assessing Psychological Response to the COVID-19: The Fear of COVID-19 Scale and the COVID Stress Scales
652,"Determination of stress, depression and burnout levels of front‐line nurses during the COVID‐19 pandemic"
653,Shared care in mental illness: A rapid review to inform implementation
654,Collaboration between general practitioners and mental health care professionals: a qualitative study
655,Perspectives of Family Members on Using Technology in Youth Mental Health Care: A Qualitative Study
656,An Unguided Web-Based Resilience Training Programme for NHS Keyworkers During the COVID-19 Pandemic: a Usability Study
657,An electronic patient-reported outcome created based on my needs is worth using: an explorative qualitative study investigating young people’s opinions for a health assessment tool
658,Racial/Ethnic and Language Disparities in Telepsychiatry during the COVID‐19 Pandemic: Results from an Urban Safety‐Net Hospital System
659,"Verification, analytical validation, and clinical validation (V3): the foundation of determining fit-for-purpose for Biometric Monitoring Technologies (BioMeTs)."
660,Public perception of mental health in Iraq
661,"Insomnia, Perceived Stress, and Family Support among Nursing Staff during the Pandemic Crisis"
662,The case for change: The Global Mental Health Action Plan 2013-2020.
663,Telepsychiatry in the Arab World: A Viewpoint Before and During COVID-19
664,Snapshot of the supports of communication used by patients at a French psychiatric hospital: a digital or social division?
665,Socioeconomic and Health Care Demands of Anxiety Disorders
666,Findings from a systematic review: 'Cancer and people with Serious Mental Illness'.
667,Natural language processing for structuring clinical text data on depression using UK-CRIS
668,67 Even Better than the Real Thing? Comparing In-Person and Online Delivery of Simulation-Based Training for Early-Stage Psychiatric Doctors
669,"Religion, health beliefs and the use of mental health services by the elderly"
670,'Everything contradicts in your mind': a qualitative study of experiences of forensic mental health staff in two contrasting services.
671,"Insomnia, Perceived Stress, and Family Support among Nursing Staff during the Pandemic Crisis"
672,Comprehensiveness and continuity of care and the inseparability of mental and behavioral health from the patient-centered medical home.
673,Analysis of news media reports of suicides and attempted suicides during the COVID-19 lockdown in India
674,"Mental disorder, imprisonment and reduced life expectancy--A nationwide psychiatric inpatient cohort study."
675,Assessment of Fatigue Using Wearable Sensors: A Pilot Study
676,Mental health and social service needs for mental health service users in Japan: a cross-sectional survey of client- and staff-perceived needs
677,Factors associated with internalized stigma for Indonesian individuals diagnosed with schizophrenia in a community setting.
678,Adherence Disparities in Mental Health: Opportunities and Challenges
679,Virtual psychiatric care for older adults in the age of COVID‐19: challenges & opportunities
680,Predicting suicide following self-harm: systematic review of risk factors and risk scales.
681,A start-up process for the design of a multi-sided digital platform for social innovation
682,An analysis of discourses shaping mental health practitioners.
