,Title
682,MEDICALISATION: THE ROLE OF e-PHARMACIES IN IATROGENIC HARM Get access
683,Dementia Care under COVID-19 and Infectious Disease Pandemic Restrictions
684,Quality improvement and accountability in the Danish health care system
685,SU132. Adopting Technology and a Stepped Care Approach to Advance the Implementation of Cognitive Behavioral Therapy for Psychosis (CBTp) in Community Mental Health Settings: Introducing the CBTp Project Echo Clinic
686,0364 Comparison of Therapeutic Alliance for Telemedicine vs. Face-to-Face Delivered Cognitive Behavioral Therapy for Insomnia: Preliminary Results
687,EAST MEETS WEST: BUILDING DEMENTIA-FRIENDLY COMMUNITIES: REFLECTIONS ON GLOBAL EXPERIENCES
688,Monitoring inequalities in self-rated health over 36 years among Finnish women and men
689,SEQUENTIAL IMPLEMENTATION AS A LEARNING HEALTH ORGANIZATION: THE EQUIPPED GERIATRIC MEDICATION SAFETY MODEL
690,The impact of forced displacement on the wellbeing of Syrian refugee children living in Jordan
691,An Engaged Electronic Medical Record for Social Good Get access
692,"Coronavirus Disease 2019 Symptoms and Severe Acute Respiratory Syndrome Coronavirus 2 Antibody Positivity in a Large Survey of First Responders and Healthcare Personnel, May–July 2020"
693,A Pilot Study of an Innovative Model of Care Delivery: Service Robot for Older People with Dementia in a Rural Community
694,Searching for a Social Work Language of Human Rights: Perspectives of Social Workers in an Integrated Mental Health Service
695,Educational requirements for Health Information Systems: A scope review of the literature
696,Sentinel physicians network in Reunion: an essential and key actor for epidemiological surveillance
697,Artificial intelligence in health care: data protection concerns in Malaysia Get access
698,Responsive Reopening: District and Parent Recommendations for Post-COVID Schooling Get access
699,Healthcare use before and after changing disability pension policy: a regional Danish cohort study
700,Responsive Reopening: District and Parent Recommendations for Post-COVID Schooling Get access
701,Healthcare use before and after changing disability pension policy: a regional Danish cohort study
702,EVALUATING GERIATRIC WORKFORCE DEVELOPMENT NEEDS AMONG HOSPITALS USING NICHE BENCHMARKING DATA
703,Associations Between Comorbidity and Depressive Symptoms During COVID-19: Variation by Social Isolation?
704,"Andelka M. Phillips, Thana C. De Campos and Jonathan Herring (eds), Philosophical Foundations of Medical Law Get access"
705,PREVALENCE AND IMPACTS OF POST-TRAUMATIC STRESS SYMPTOMS IN IBD PATIENTS FROM UNDER-REPRESENTED MINORY GROUPS
706,A.5. European public health: where do we go from here?
707,Taking preventative health messages into the wider caring professions: the views of housing staff and tenants
708,National health information technology priorities for research: A policy and development agenda
709,Perspectives From the 85+ Lifestyle Leaders on Social Isolation and Multigenerational Relationships
710,Assessment tools for screening the mental health of refugee minors: from preschool to adolescence
711,Topical Review: Crowdsourcing as a Novel Approach to Qualitative Research
712,Legal and regulatory challenges to utilizing lifelogging technologies for the frail and sick Get access
713,The Moderating Role of Age on Cognition Among Old Cancer Survivors: Comparison With Older Adults Without Cancer
714,DIGITAL INDEPENDENCE: HEALTH-RELATED DIFFICULTY IN INTERNET USE AND HOW IT AFFECTS OLDER ADULTS’ QUALITY OF LIFE
715,Research methodologies to assess the impact of COVID-19
716,Knowledge and attitude of Saudi Arabian citizens towards telemedicine during the COVID-19 pandemic
717,POLICY SERIES: THE HRSA GERIATRICS EDUCATION INITIATIVES: A POLICY AND PROGRAM UPDATE
718,Using Wearable Sensors to Remotely Evaluate Progress on Goals Set by Patients With Dementia
719,AN ANALYSIS OF INTERNET USE BEHAVIORS AMONG THE LONG-TERM CARE INFORMATION SEEKERS
720,Using Wearable Sensors to Remotely Evaluate Progress on Goals Set by Patients With Dementia
721,AN ANALYSIS OF INTERNET USE BEHAVIORS AMONG THE LONG-TERM CARE INFORMATION SEEKERS
722,UNDERSTANDING RACIAL AND ETHNIC DISPARITIES IN HOME HEALTH CARE: PRACTICE AND POLICY FACTORS
723,SMART HOME TECHNOLOGY FOR OLDER ADULTS WITH MOBILITY DISABILITIES: POTENTIAL AND CHALLENGES
724,Lifestyle Leaders’ Experiences in Senior Housing During the COVID-19 Pandemic
725,Remote Access Therapy for Veterans With Psychological Problems: Current State of the Art
726,Daily Motivational Text Messages to Promote Physical Activity in University Students: Results From a Microrandomized Trial Get access
727,Making connections: nationwide implementation of video telehealth tablets to address access barriers in veterans
728,"The psychological impact of COVID-19 among primary care physicians in the province of Verona, Italy: a cross-sectional study during the first pandemic wave"
729,Early identification of treatable inborn errors of metabolism in children with intellectual disability: The Treatable Intellectual Disability Endeavor protocol in British Columbia
730,MID-LIFE FALLS ARE ASSOCIATED WITH INCREASED RISK OF MORTALITY IN WOMEN
731,TECHNOLOGY ACCEPTANCE AMONG AMERICAN INDIAN OLDER ADULTS
732,Effects of Racial/Ethnic Discrimination on the Health Status of Minority Veterans
733,Determinants of the Delegation of Healthcare aboard Ships with Women Assigned
734,eConsultation between health care professionals in primary health care and specialized medical care
735,Commentary: Flow State (Trading the Sweat Spot for the Sweet Spot): A Roadmap to Measure and Enhance Workplace Growth and Well-Being Get access
736,Psychometric properties and factor structure of an expanded CERAD neuropsychological battery in an elderly VA sample
737,The development of Healthcare Resource Groups - version 3
738,Using a simple direct-to-consumer marketing strategy to increase participation in parenting programs
739,Development and empowerment of community health promoters in Prilep – North Macedonia
740,Renewed call for lifestyle interventions to address obesity among individuals with serious mental illness in the COVID-19 era and beyond
741,Perioperative Pain Management During the COVID-19 Pandemic: A Telemedicine Approach
742,Active Surveillance and Decolonization Without Isolation Is Effective in Preventing Methicillin-Resistant Staphylococcus aureus Transmission in the Psychiatry Units
743,Impact of financial incentives for inter-provider care coordination on health-care resource utilization among elderly acute stroke patients
744,Does service timing matter for psychological outcomes in cardiac rehabilitation? Insights from the National Audit of Cardiac Rehabilitation
745,Health Informatics Scotland Get access
746,Association Between Smoking and Heart Rate Variability Among Individuals with Depression
747,Intergenerational connections through technology: Insights from the Technology Use in Later Life multi-site study
748,The National Cancer Institute’s Role in Advancing Health-Care Delivery Research Get access
749,The psychosocial impact of quarantine due to exposure to COVID-19 among healthcare workers in Israel
750,Older U.S. Adults With Nocturia Often Cannot Use the Only FDA-Approved Drugs for the Condition
751,SUPPORTING AN OLDER WORKFORCE BY CREATING AGE-FRIENDLY WORKPLACES: INTRODUCING A NEW MULTIDIMENSIONAL MODEL
752,Envisioning an artificial intelligence documentation assistant for future primary care consultations: A co-design study with general practitioners
753,PROMOTING MENTAL WELL-BEING AMONG OLDER PEOPLE: AN EVIDENCE REVIEW OF TECHNOLOGY-BASED INTERVENTIONS
754,Spousal Loss and Cognitive Functioning: Do Pre-Loss Marital Quality and Gender Matter?
755,ADEQUACY OF MICRONUTRIENT INTAKE IN LONG-TERM CARE RESIDENTS: MAKING THE MOST OF MEALTIMES (M3)
756,"OR02-05 Effect of Testosterone Replacement Therapy Added to Intensive Lifestyle Intervention on Cognitive Functions in Frail, Older Veterans with Hypogonadism and Obesity: A Randomized Clinical Trial"
757,Variation in the uric acid transporter gene (SLC2A9) and memory performance
758,Developmental Aspects of Working and Associative Memory
759,Strengths and Difficulties Questionnaire (SDQ) as an assessment tool for measuring emotional and behavioural problems in young children
760,VA OpenNotes: exploring the experiences of early patient adopters with access to clinical notes
761,Addressing overestimation and insensitivity in the 85% target for average bed occupancy Get access
762,A novel modality for real-time measurement of provider happiness
763,Childhood Cancer Survivors and Distance Education Challenges: Lessons Learned From the COVID‐19 Pandemic Get access
764,Using Robust Normative Data to Investigate the Neuropsychology of Cognitive Aging
765,Sibling Death in the Family and Dementia Risk
766,The Effects of Rapid Rewarming on Tissue Salvage in Severe Frostbite Injury Get access
767,"Data Resource Profile: Regional healthcare information platform in Halland, Sweden"
768,Initial Results From an Everyday Memory and Metacognitive Intervention for Older Adults
769,Patient Information: To Share or Not to Share? Get access
770,Environment and health as a driver of transformation
771,Measuring health conditions and behaviours in fishing industry participants and fishing communities using the Behavioral Risk Factor Surveillance Survey (BRFSS)
772,Governing socio-technical change: Orchestrating demand for assisted living in ageing societies
773,ACTIVE AND HEALTHY AGEING - IMPLEMENTING A FALL AND FRACTURE PREVENTION CARE PATHWAY AT SCALE
774,"26.4 A U.S. EXPERT CONSENSUS SURVEY ON THE USE OF LONG-ACTING INJECTABLE ANTIPSYCHOTIC DRUGS IN PATIENTS WITH SCHIZOPHRENIA, SCHIZOAFFECTIVE DISORDER AND BIPOLAR DISORDER"
775,Converging and diverging needs between patients and providers who are collecting and using patient-generated health data: an integrative review
776,Promoting and Sustaining Positive Personal Health Behaviors – Putting the Person First
777,Caring for patients in the global programme to eliminate lymphatic filariasis
778,Cybersecurity risks and recommendations for international travellers Get access
779,1.C. Workshop: How are digital solutions contributing to enhance immunization programmes and policies?
780,"The Interplay of COVID 19, Remote Contact, and Race as Risk Factors for Depression"
781,Clash of the Titans: conflict between the regulatory and patent systems around second medical use claims Get access
782,T55. ATTITUDE AND PATTERNS OF CANNABIS USE IN A CLINICAL SAMPLE OF PATIENTS WITH SCHIZOPHRENIA
783,COVID-19 Preparedness and Response Plans from 106 countries: a review from a health systems resilience perspective
784,Manufacturing epidemics: industry influence on trade and governance and how to address it
785,On the Epistemic Status of Prenatal Ultrasound: Are Ultrasound Scans Photographic Pictures? Get access
786,Twenty-first century capitalism & commercial determinants of health: what are the connections?
787,Eighth Kraepelin Symposium—Translation in Psychiatry and Psychotherapy: A Life-Long Necessity Get access
788,26.3 A CUSTOMIZED ADHERENCE ENHANCEMENT PROGRAM COMBINED WITH LONG-ACTING INJECTABLE ANTIPSYCHOTIC MEDICATION (CAE-L) FOR POORLY ADHERENT PATIENTS WITH CHRONIC PSYCHOTIC DISORDER IN TANZANIA
789,Virtual Reality Based Interventions Among People With Dementia: Applications and Health-Related Outcomes
790,Hope and trust in times of Zika: the views of caregivers and healthcare workers at the forefront of the epidemic in Brazil
791,Postcolonial pandemic publics: examining social media health promotion in India during the COVID-19 crisis
792,"Policing and Mental ill-health: Using Big Data to Assess the Scale and Severity of, and the Frontline Resources Committed to, mental ill-health-related calls-for-service"
793,Review of Humanitarian Guidelines to Ensure the Health and Well-being of Afghan Refugees on U.S. Military Bases
794,"Raising a child with an Autism Spectrum Disorder: ‘If this were a partner relationship, I would have quit ages ago’"
795,Sideline Concussion Assessment: The Current State of the Art
796,Daylight saving time and acute myocardial infarction: a meta-analysis
797,WORKPLACE SUPPORTS FOR WORKING LONGER: A CASE FOR THE BLACK LOW-WAGE WORKER
798,The Political Determinants of China’S New Health Constitution
799,mHealth-based experience sampling method to identify fatigue in the context of daily life in haemodialysis patients
800,Non-pharmacological interventions for cognition in patients with Type 2 diabetes mellitus: a systematic review
801,27.1 CLIENTS’ EXPERIENCES WITH A PEER-LED HEALTHY LIFESTYLE INTERVENTION IN SUPPORTIVE HOUSING
802,Feasibility study of hospital antimicrobial stewardship analytics using electronic health records
803,"PATIENT-CENTERED MEDICAL HOME, HEALTHCARE UTILIZATION, AND EXPENDITURES FOR OLDER CANCER SURVIVORS"
804,Can you see frailty? An exploratory study of the use of a patient photograph in the transcatheter aortic valve implantation programme
805,The emerging role of clinical informatics fellows in service learning during the COVID-19 pandemic
806,LATE-LIFE SUICIDE IN TERMINAL CANCER: A RATIONAL ACT OR UNDER-DIAGNOSED DEPRESSION?
807,No evidence for an effect of the first COVID-19 lockdown on work stress conditions in office workers
808,"Twenty-five years of national health IT: exploring strategy, structure, and systems in the English NHS"
809,Commentary: Machine Learning With Feature Domains Elucidates Candidate Drivers of Hospital Readmission Following Spine Surgery in a Large Single-Center Patient Cohort Get access
810,Use of machine learning in geriatric clinical care for chronic diseases: a systematic literature review
811,Mental health service acceptability for the armed forces veteran community
812,MIDDLE-AGED ADULTS’ BEREAVEMENT RESPONSE TO PARENT DEATH: THE ROLE OF PRE-LOSS RELATIONSHIP QUALITY
813,Enablers and barriers for being physically active: experiences from adults with congenital heart disease
814,Using social media to monitor mental health discussions − evidence from Twitter
815,Serum high sensitivity C-reactive protein and cognitive function in elderly women
816,Midlife Plasma Aβ and Late-Life Risk of Cognitive Impairment: The Atherosclerosis Risk in Communities Study
817,"Disruptions, Dilemmas and Paradoxes: Ethical Matter(s) in Design Research Get access"
818,Digital Marketing of unhealthy products to children: evidence from the WHO CLICK framework
819,Housing and health: a collaborative project for evidence-based policy-making
820,"Disruptions, Dilemmas and Paradoxes: Ethical Matter(s) in Design Research Get access"
821,Child Maltreatment and Pediatric Health Outcomes: A Longitudinal Study of Low-income Children
822,Housing and health: a collaborative project for evidence-based policy-making
823,Health promotion via Twitter: a case study of three medical centers in the USA Get access
824,"0362 Video-conference Delivery Of Cognitive Behavioral Therapy For Insomnia: Effects On Insomnia, Depression And Anxiety Symptoms"
825,Barriers and Facilitators to Engagement and Retention in Care among Transgender Women Living with Human Immunodeficiency Virus
826,Instant electrocardiogram feedback with a new digital technique reduces symptoms caused by palpitations and increases health-related quality of life (the RedHeart study) Get access
827,Predictors of hypertension self-care practice in primary health-care facilities of Sfax
828,Behaviors Associated with Internet Use in Military Medical Students and Residents
829,Healthy living for healthcare workers: It is time to set an example
830,Using informatics to guide public health policy during the COVID-19 pandemic in the USA
831,332 Non-REM EEG Spectral Power at Baseline and After Total Sleep Deprivation in Individuals with Sleep-Onset Insomnia Get access
832,Commentary: Interest in Internet Interventions—an Infant Sleep Program as Illustration
833,Understanding how corporations both drive & use neoliberalism to block progress in public health
834,Persistent inequitable design and implementation of patient portals for users at the margins
835,O.1. Poster walk: The evidence-base
836,Characteristics and Health Needs of Veterans with Other-than-Honorable Discharges: Expanding Eligibility in the Veterans Health Administration
837,Facilators and Barriers to Advance Care Planning Engagement among Chronic Kidney Patients in Taiwan
838,Factors Related to COVID-19 Vaccine Uptake in Black American Communities
839,"If you personalize it, will they use it?: Self-reported and observed use of a tailored, internet-based pain self-management program"
840,2020 ABM Annual Meeting Abstracts Supplement
841,Thirty-Day Hospital Readmission and Surgical Complication Rates for Shunting in Normal Pressure Hydrocephalus: A Large National Database Analysis
842,Future mechanisms for funding research on unhealthy commodities – criteria for industry-supported research funding programs
843,"Exploring Social Support Systems and Experiences of Older Women in Tede Community, Oyo State, Nigeria."
844,Late Working Life Patterns in Sweden
845,A Meta-Analysis of the Effects of Tailor Activity Program (TAP) for People with Dementia
846,"Precision medicine: opportunities, possibilities, and challenges for patients and providers"
847,Developing healthy weight maintenance through co-creation: a partnership with Black African migrant community in East Midlands
848,Using mHealth in Social Work Practice with Low-Income Hispanic Patients Get access
849,8.L. Workshop: The children and parents in focus: Challenges in evaluating a public health approach to parenting
850,"AGEING, IMMUNE SYSTEM AND LIFE SATISFACTION"
851,"European Congress on eCardiology & eHealth October 2016, Selected Abstracts"
852,PREDICTORS OF INFORMAL AND FORMAL LONG-TERM CARE USE AMONG SEXUAL AND GENDER MINORITY OLDER ADULTS
853,Telehealth and 30-Day Readmissions Among Heart Failure Patients During the COVID-19 Pandemic
854,Addressing suicide risk in patients living with dementia during the COVID-19 pandemic and beyond Get access
855,The impact of electronic health record–integrated patient-generated health data on clinician burnout Get access
856,"Compiled by David E. Bruns, Editor (dbruns@aacc.org)"
857,Standardized Self-Report Tools in Geriatric Medicine Practice: A Quality Improvement Study
858,New horizons in design for autonomous ageing
859,ASHP Statement on Telepharmacy Get access
860,The wrong kind of AI? Artificial intelligence and the future of labour demand Get access
861,The impact of the COVID-19 pandemic on people with rheumatic and musculoskeletal diseases: insights from patient-generated data on social media
862,Development of a curriculum for advanced nurse practitioners working with older people with frailty in the acute hospital through a modified Delphi process
863,Evaluating and selecting mobile health apps: strategies for healthcare providers and healthcare organizations Get access
864,Why common carrier and network neutrality principles apply to the Nationwide Health Information Network (NWHIN)
865,Mapping gender transition sentiment patterns via social media data: toward decreasing transgender mental health disparities
866,Social determinants of health in mental health care and research: a case for greater inclusion
867,Premorbid IQ Predicts Postconcussive Symptoms in OEF/OIF/OND Veterans with mTBI
868,13.D. Workshop: SDGs in the focus of environmental and health issues
869,Early Intervention Services for Schizophrenia: Looking Back and Looking Ahead Get access
870,Posterior cortical atrophy phenotypic heterogeneity revealed by decoding 18F-FDG-PET
871,Simulating the Other in Social Work Pedagogy: Pathologising the Oppressed through Neoliberal/Colonial Practice Teaching Get access
872,A MUSIC AND MINDFULNESS INTERVENTION FOR PERSONS WITH DEMENTIA AND THEIR CAREGIVERS
873,Reporting Quality of Systematic Review Abstracts Published in Leading Neurosurgical Journals: A Research on Research Study
874,The health of Antillean migrants in the Netherlands: a comparison with the health of non-migrants in both the countries of origin and destination
875,The role of religion in mitigating the COVID-19 pandemic: the Malaysian multi-faith perspectives
876,Improving suicide risk prediction via targeted data fusion: proof of concept using medical claims data Get access
877,LIFE-SPACE MOBILITY AMONG MULTIMORBID OLDER PERSONS WITH MULTIPLE IMPAIRMENTS FOLLOWING REHABILITATION
878,Providing Social Care following Release from Prison: Emerging Practice Arrangements Further to the Introduction of the 2014 Care Act
879,Voices of Resettled Refugee Congolese Women: A Qualitative Exploration of Challenges Associated with Resettling in Ohio Get access
880,Voices of Resettled Refugee Congolese Women: A Qualitative Exploration of Challenges Associated with Resettling in Ohio Get access
881,Effects of COVID-19 lockdown strategies on management of atrial fibrillation
882,MO613EFFECT OF 12 WEEK TRAINIG  ON PHYSICAL ACTIVITY ON PATIENT ON A LOW PROTEIN DIET
883,"Cardiology cathlab-based management of thrombotic carotid stenoses in acute ischaemic stroke en route to full interventional stroke service: tools, techniques, challenges and patient outcomes"
884,A Longitudinal Study of Medial Temporal Lobe Volumes in Graves Disease
885,Novel Telemedicine Technologies in Geriatric Chronic Non-Cancer Pain: Primary Care Providers' Perspectives
886,Exploring Formal Care Providers’ Perspectives of the Support Needs of Older Male Spousal Care-givers: A Focus Group Study
887,Cohort Profile: The Care Trajectories—Enriched Data (TorSaDE) cohort Get access
888,Cardiac rehabilitation after acute myocardial infarction in Sweden – evaluation of programme characteristics and adherence to European guidelines: The Perfect Cardiac Rehabilitation (Perfect-CR) study
889,Food Insecurity Is Associated with Lower Cognitive Functioning in a National Sample of Older Adults
890,Fair Shares For All Get access
891,VA OFFICE OF RURAL HEALTH ENTERPRISE WIDE INITIATIVE—ADVANCE CARE PLANNING VIA GROUP VISITS
892,"Cardiology cathlab-based management of thrombotic carotid stenoses in acute ischaemic stroke: tools, techniques, local stroke unit collaboration, challenges and patient outcomes"
893,THE STRENGTHS OF VETERANS: A COMPARISON OF TAIWANESE CENTENARIANS AMONG VETERANS AND NON-VETERANS
894,Do Acupuncture Services Reduce Subsequent Utilization of Opioids and Surgical Interventions Compared to Noninvasive Therapies among Patients with Pain Conditions?
895,P64 Does pain peak at night? The daily rhythm of musculoskeletal searches on the NHS website
896,Using a Nature-based Virtual Reality Environment for Improving Mood States and Cognitive Engagement in Older Adults: A Mixed-method Feasibility Study
897,"Intrathecal Morphine Following Lumbar Fusion: A Randomized, Placebo-Controlled Trial"
898,Hospital resilience after the 2015 earthquake in Nepal: a qualitative study with hospital staff
899,The Effects of Vortioxetine on Cognitive Function in Patients with Major Depressive Disorder: A Meta-Analysis of Three Randomized Controlled Trials
900,"Intrathecal Morphine Following Lumbar Fusion: A Randomized, Placebo-Controlled Trial"
901,SUN-080 We Mind Your Step: Understanding and Preventing Drop-Out in the Transition from Paediatric to Adult Tertiary Endocrine Healthcare
902,Impact of lockdown measures in abating the COVID-19 pandemic: Lessons from India’s phased approach
903,PATIENTS’ JOURNEY THROUGH INFLAMMATORY BOWEL DISEASE (IBD): A QUALITATIVE STUDY
904,The Public Health Implications of Brexit in Wales: A Health Impact Assessment (HIA) approach
905,Patterns of Demand and Provision in English Adult Social Care Services
906,Commentary: Reflections on the COVID-19 Pandemic and Health Disparities in Pediatric Psychology
907,Working on the Frontlines of the COVID-19 Pandemic: A Qualitative Study of Physical Therapists’ Experience in Spain
908,Developing and Validating an Individualized Clinical Prediction Model to Forecast Psychotic Recurrence in Acute and Transient Psychotic Disorders: Electronic Health Record Cohort Study Get access
909,Consumer perceptions of health IT utilization and benefits
910,3.B. Workshop: Monitoring the wider impacts of COVID-19 on population health
911,Machine learning for psychiatric patient triaging: an investigation of cascading classifiers
912,Human Immunodeficiency Virus (HIV) Care Models During the Coronavirus Disease 2019 (COVID-19) Era
913,Development and Trial Implementation of a 30-Day Outpatient Program for Subthreshold PTSD
914,668 Utilizing Risk Score Assessment to Maximize Sleep Research Participant Safety During the COVID-19 Pandemic
915,"Driving Toward Guiding Principles: A Goal for Privacy, Confidentiality, and Security of Health Information"
916,The creative turn in evidence for public health: community and arts-based methodologies
917,Concussion Guidelines in National and International Professional and Elite Sports
918,Understanding Racial and Rural Disparities in the Relationship between Social Isolation and Social Technology Use
919,The effectiveness of teleconsultations in primary care: systematic review Get access
920,"Toward a better understanding of task demands, workload, and performance during physician-computer interactions"
921,A Patient-Prioritized Agenda for Information Needs During the COVID-19 Pandemic: A Qualitative Study of Patients With Inflammatory Bowel Disease
922,Daily Alcohol and Cigarette Use Among Sexual Minority Adults: Moderating Role of Daily Stress and Daily Well-Being
923,A case study of the 1115 waiver using population health informatics to address disparities
924,Smokers Who Use Internet and Smokers Who Don't: Data from the Health Information and National Trends Survey (HINTS) Get access
925,Virtual Music Therapy: Developing New Approaches to Service Delivery
926,Commentary on the State-of-the-Science Conference on the Role of Active Surveillance in the Management of Men With Localized Prostate Cancer
927,The Minnesota Multiphasic Personality Inventory-2-RF in Treatment-Seeking Veterans with History of Mild Traumatic Brain Injury
928,"Social Workers’ Sensual Bodies during COVID-19: The Suspended, Displaced and Reconstituted Body in Social Work Practice"
929,Program Abstracts from The GSA 2020 Annual Scientific Meeting “Turning 75: Why Age Matters”
930,Assessment of adherence to pneumonia guidelines and its determinants in an ambulatory care clinic in Ghana: findings and implications for the future
931,COGNITIVE ACTIVITIES FOR DELIRIUM SUPERIMPOSED ON DEMENTIA: A RANDOMIZED CONTROLLED TRIAL
932,"ANAM® Genogram: Historical perspectives, description, and current endeavors"
933,Using an Analysis of Behavior Change to Inform Effective Digital Intervention Design: How Did the PRIMIT Website Change Hand Hygiene Behavior Across 8993 Users?
934,Routinely measuring symptom burden and health-related quality of life in dialysis patients: first results from the Dutch registry of patient-reported outcome measures
935,Development and Validation of a Mobile Device-based External Ventricular Drain Simulator Get access
936,Online prevention programmes for university students: stakeholder perspectives from six European countries
937,Systematic Bibliographic Database Searching for Literature Reviews: Case Study on Child Protection Decision-Making Get access
938,Fecal Incontinence in Inflammatory Bowel Disease: A Systematic Review and Meta-Analysis
939,Military Health System Access to Care: Performance and Perceptions
940,TECHNOLOGY-ENHANCED PSYCHOTHERAPY IMPROVES LIFE SATISFACTION AMONG OLDER ADULT VETERANS IN LONG-TERM CARE
941,Illegal drug sales in the mirror of the dark web marketplace
942,"HRS/EHRA/APHRS/LAHRS/ACC/AHA worldwide practice update for telehealth and arrhythmia monitoring during and after a pandemic: Developed in partnership with and endorsed by the American College of Cardiology (ACC), the American Heart Association (AHA), the Asia Pacific Heart Rhythm Society (APHRS), the European Heart Rhythm Association (EHRA), the Heart Rhythm Society (HRS), and the Latin American Heart Rhythm Society (LAHRS)."
943,Barriers to Using Nonpharmacologic Approaches and Reducing Opioid Use in Primary Care
944,Digital Communication at the Time of COVID-19: Relieve the Refugees’ Psychosocial Burden and Protect Their Wellbeing Get access
945,“Sometimes you need to go beyond the manual” – TRT facilitators’ experiences when refugee youth disclose suicidal ideation
946,Using client experiences for quality improvement in long-term care organizations
947,Preventive Health at Work: A Comparative Approach Get access
948,Medical Dramas and Viewer Perception of Health: Testing Cultivation Effects Get access
949,Factors associated with accessing long-term adult social care in people aged 75 and over: a retrospective cohort study
950,Blue Button use by patients to access and share health record information using the Department of Veterans Affairs' online patient portal
951,"WRIST-WORN TRI-AXIAL ACCELEROMETER VALIDATION IN YOUNG, MIDDLE-AGED, AND OLDER ADULTS"
952,Neglected assets in migrants’ health literacy promotion: Translanguaging and second language teacher
953,"Wildflowers abundant in the garden of systemic sclerosis research, while hopeful exotics will one day bloom"
954,Advancing science and practice using immersive virtual reality: what behavioral medicine has to offer
955,"‘The worse my hearing got, the less sociable I got’: a qualitative study of patient and professional views of the management of social isolation and hearing loss"
956,Response to a relational agent by hospital patients with depressive symptoms Get access
957,1.D. Workshop: Food and water insecurities in a warming climate: What role for Public Health?
958,Selecting indicators for signalling and monitoring the wider effects of the COVID-19 pandemic
959,Research data management in health and biomedical citizen science: practices and prospects
960,The Role of Music Therapy in Physical Rehabilitation Programs Get access
961,Implementing internet-delivered cognitive behavioural therapy for patients with cardiovascular disease and psychological distress: a scoping review
962,CUSTOMIZING STAKEHOLDER ENGAGEMENT TO SUPPORT AGING IN PLACE
963,Adolescent/Young Adult Perspectives of a Therapeutic Music Video Intervention to Improve Resilience During Hematopoietic Stem Cell Transplant for Cancer Get access
964,Employing Number-Based Graphical Representations to Enhance the Effects of Visual Check on Entry Error Detection Get access
965,A natural language processing pipeline to synthesize patient-generated notes toward improving remote care and chronic disease management: a cystic fibrosis case study
966,m-Health adoption by healthcare professionals: a systematic review
967,Measuring health promotion in a sports club setting: a modified Delphi study
968,Sleepless in COVID-19: racial disparities during the pandemic as a consequence of structural inequity
969,THE SHAPING OF A DEMENTIA-FRIENDLY CINEMA
970,SIBLING COMPENSATION IN SUPPORTING NON-CORESIDENTIAL MOTHERS IN CHINA: THE INTERPLAY OF OWN AND SIBLING(S)’ GENDER
971,Prevalence of Dementia in American Indian/ Alaska Native Medicare Beneficiaries
972,The Impact of Inflammatory Bowel Disease in Canada 2018: Quality of Life
973,Social determinants of quality of life among PLHIV in Australia: implications for health promotion Get access
974,Imaging-based observational databases for clinical problem solving: the role of informatics
975,FOSTERING DEMENTIA-FRIENDLY COMMUNITIES AND SUPPORTING CAREGIVERS THROUGH THE GWEP PROGRAMS
976,M46. The Impact of Ethyl Glucuronide and Depression on Duration of Abstinence in Treatment for Alcohol Use
977,Is there a trial bias impacting user engagement with unguided e-mental health interventions? A systematic comparison of published reports and real-world usage of the same programs Get access
978,Generativity in Life Review: Discovering Life Lessons and Wisdom in Naturalistic Intergenerational Conversations
979,Modernizing health information technology: lessons from healthcare delivery systems
980,A scoping review of qualitative research in JAMIA: past contributions and opportunities for future work
981,"Leonard Smith, Private Madhouses in England, 1640–1815: Commercialised Care for the Insane Get access"
982,Active Surveillance of the Safety of Medications Used During Pregnancy Get access
983,The effect of opioids on the cognitive function of older adults: results from the Personality and Total Health through life study
984,Spontaneous coronary artery dissection: a systematic review of physical and psychosocial recovery following discharge from hospital
985,Quality health care in extreme adversity—an action framework
986,College Students Life Course Drawings And Their Descriptions
987,Impact of the COVID-19 Pandemic on Patient-Reported Outcomes of Breast Cancer Patients and Survivors
988,666 Sleep Architecture in the Intensive Care Unit As Revealed via Breathing and Heart Rate Variability Get access
989,A Review of Cognitive Training in Schizophrenia
990,Targeted loss of the ATR-X syndrome protein in the limb mesenchyme of mice causes brachydactyly
991,Sleep pattern in the US and 16 European countries during the COVID-19 outbreak using crowdsourced smartphone data
992,‘Valuable but incomplete!’ A qualitative study about migrants’ perspective on health examinations in Stockholm
993,Association of Hospitalization With First-Line Antidepressant Polypharmacy Among Veterans of Iraq and Afghanistan With Post-Traumatic Stress Disorder: Examining the Influence of Methodological Approaches
994,Environmental substances associated with Alzheimer's disease – A scoping review
995,"Barriers, facilitators and pathways of a lung cancer screening (LCS) programme: COBELT co-design"
996,Finding Comfort in the Discomfort of Difficult Conversations with Military Patients
997,"Disability, fatigue, pain and their associates in early diffuse cutaneous systemic sclerosis: the European Scleroderma Observational Study"
998,Factors associated with sickness absence among employees with chronic conditions
999,"Review, Assess, Classify, and Evaluate (RACE): a framework for studying m-health apps and its application for opioid apps"
