,Title
375,Psychiatric disorders in health professionals during the COVID-19 pandemic: A systematic review with meta-analysis
376,A legal framework for an elderly healthcare platform: A privacy and data protection overview
377,A thematic analysis exploring the psychological well-being of adults born with esophageal atresia
378,How are guide profession and routine care setting related to adherence and symptom change in iCBT for depression? - an explorative log-data analysis
379,Genetically optimized Fuzzy C-means data clustering of IoMT-based biomarkers for fast affective state recognition in intelligent edge analytics
380,Mobile computing acceptance factors in the healthcare industry: A structural equation model
381,Single-session interventions for adolescent anxiety and depression symptoms in Kenya: A cluster-randomized controlled trial
382,Development and proposal of a reference tool for semi-structured interviews for the characterization of the management in mental health networks
383,Novel approaches for treating Internet Gaming Disorder: A review of technology-based interventions
384,Healthcare non-adherence decisions and internet health information
385,Digitally-delivered cognitive-behavioural therapy for youth insomnia: A systematic review
386,Application of artificial intelligence in wearable devices: Opportunities and challenges
387,Heart rate variability for medical decision support systems: A review
388,Use of standardized terminologies in clinical practice: A scoping review
389,Adolescent psychiatric disorders during the COVID-19 pandemic and lockdown
390,Implementing and up-scaling evidence-based eMental health in Europe: The study protocol for the MasterMind project
391,Contextualizing public stigma: Endorsed mental health treatment stigma on college and university campuses
392,Behavioral health treatment “Buy-in” among adolescent females with histories of commercial sexual exploitation
393,Electroencephalogram based communication system for locked in state person using mentally spelled tasks with optimized network model
394,A comprehensive meta-analysis of emerging swarm intelligent computing techniques and their research trend
395,"Ecological momentary assessment of digital literacy: Influence of fluid and crystallized intelligence, domain-specific knowledge, and computer usage"
396,A randomized control trial of Expand Your Horizon: An intervention for women with weight bias internalization
397,Teaching Professionalism in the Digital Age on the Psychiatric Consultation-Liaison Service
398,Current treatments used in clinical practice for major depressive disorder and treatment resistant depression in England: A retrospective database study
399,Systematic review of smart health monitoring using deep learning and Artificial intelligence
400,Text mining with sentiment analysis on seafarers’ medical documents
401,Rural Women Veterans' Use and Perception of Mental Health Services
402,Text-based Depression Detection on Social Media Posts: A Systematic Literature Review
403,A systematic mapping study of robotics in human care
404,Barriers and facilitators for access to mental health services by traumatized youth
405,“Gummy Bears” and “Teddy Grahams”: Ultrasounds as religious biopower in Crisis Pregnancy Centers
406,The sociability score: App-based social profiling from a healthcare perspective
407,A longitudinal time and motion study quantifying how implementation of an electronic medical record influences hospital nurses’ care delivery
408,"XML technologies for the Omaha System: A data model, a Java tool and several case studies supporting home healthcare"
409,"“From analog to digital”: The feasibility, acceptability, and preliminary outcomes of a positive parenting program for street-connected mothers in Kenya"
410,Re-thinking global and public health projects during the COVID-19 pandemic context: Considerations and recommendations for early- and not-so-early-career researchers
411,Is the Portuguese Software Industry Ready for eHealth? An Exploratory Study
412,An open trial of internet-based cognitive behavioral therapy for first year medical students
413,Responsibility as professional leadership and decision making: Interviews with non-medical Responsible Clinicians
414,SCIP: Combining group communication and interpersonal positioning to identify emergent roles in scaled digital environments
415,Beauty and the big business: A qualitative investigation of the development and implementation of the CVS Beauty Mark
416,Applications and research trends of digital human models in the manufacturing industry
417,Bibliometric Analysis and Methodological Review of Mobile Health Services and Applications in India
418,Towards a data collection methodology for Responsible Artificial Intelligence in health: A prospective and qualitative study in pregnancy
419,Patient-centric authorization framework for electronic healthcare services
420,EEG and fMRI agree: Mental arithmetic is the easiest form of imagery to detect
421,"A review on utilizing machine learning technology in the fields of electronic emergency triage and patient priority systems in telemedicine: Coherent taxonomy, motivations, open research challenges and recommendations for intelligent future work"
422,Dealing With Existential Suffering of Patients With Severe Persistent Mental Illness: Experiences of Psychiatric Nurses in Flanders (Belgium)
423,Public healthcare in Mozambique: Strategic issues in the ICT development during managerial changes and public reforms
424,A systematic review of the engagement with social media–delivered interventions for improving health outcomes among sexual and gender minorities
425,The change of pediatric surgery practice due to the emergence of connected health technologies
426,Cognition and learning in the digital age: Promising research and practice
427,Between empowerment and self-discipline: Governing patients' conduct through technological self-care
428,Sharing stressors with a social robot prototype: What embodiment do adolescents prefer?
429,Analyses of posts written in online eating disorder and depression/anxiety moderated communities: Emotional and informational communication before and during the COVID-19 outbreak
430,Computers and networks in medical and healthcare systems
431,Real-world feasibility and acceptability of real-time suicide risk monitoring via smartphones: A 6-month follow-up cohort
432,Ecological momentary assessment of depressive symptoms using the mind.me application: Convergence with the Patient Health Questionnaire-9 (PHQ-9)
433,“It’s almost impossible to buy a dumb TV” Experiences of automated decision-making and smart technologies in low-income homes
434,Digitalisation for optimising nursing staff demand modelling and scheduling in nursing homes
435,Assessment of E-government inclusion policies toward seniors: A framework and case study
436,Mental health issues among migrant workers in Gulf Cooperation Council countries: Literature review and case illustrations
437,Wearable technology and consumer interaction: A systematic review and research agenda
438,Mobile health technology: a novel tool in chronic disease management
439,Real-world implementation of precision psychiatry: Transdiagnostic risk calculator for the automatic detection of individuals at-risk of psychosis
440,How healthcare provider talk with parents of children following severe traumatic brain injury is perceived in early acute care
441,The (digital) medium of mobility is the message: Examining the influence of e-scooter mobile app perceptions on e-scooter use intent
442,A cross-sectional evaluation of the Dutch RHAPSODY program: online information and support for caregivers of persons with young-onset dementia
443,Minor protection or major injustice? – Children's rights and digital preventions directed at youth in the Dutch justice system
444,Psychological interventions during COVID-19: Challenges for low and middle income countries
445,Continuity of care with a one-click medication history program: Patient’s in-home medications at a glance
446,Technical Challenges of a Mobile Application Supporting Intersession Processes in Psychotherapy
447,The experiences of survivors and trauma counselling service providers in northern Uganda: Implications for mental health policy and legislation
448,"Digital video analysis of health professionals’ interactions with an electronic whiteboard: A longitudinal, naturalistic study of changes to user interactions"
449,An enhanced scalable and secure RFID authentication protocol for WBAN within an IoT environment
450,Using Virtual Reality in the Development of an Index-Engine of Physical and Emotional Sustainability
451,mHealth for Self-Management in Pregnancy: Perceptions of Women in Low-Resource Settings
452,Assessing vulnerability to psychological distress during the COVID-19 pandemic through the analysis of microblogging content
453,Digital disease detection: A systematic review of event-based internet biosurveillance systems
454,Successfully implementing a national electronic health record: a rapid umbrella review
455,The WPA-Lancet Psychiatry Commission on the Future of Psychiatry
456,From inactivity to becoming physically active: The experiences of behaviour change in people with serious mental illness
457,Autoresuscitation and clinical authority in death determination using circulatory criteria
458,Caregiver perceptions about mental health services after child sexual abuse
459,"Ethnicity, digital divides and uses of the Internet for health information"
460,Changing stigmatizing attitudes to mental health via education and contact with embodied conversational agents
461,Gamifying CBT to deliver emotional health treatment to young people on smartphones
462,An examination of the physical and the digital qualities of humanities research
463,Effectiveness of web-based social sensing in health information dissemination—A review
464,Artificial intelligence and the future of psychiatry: Insights from a global physician survey
465,"“The kind of doctor who doesn't believe doctor knows best”: Doctors for Choice and the medical voice in Irish abortion politics, 2002–2018"
466,Factors influencing the efficacy of an online behavioural intervention for children and young people with tics: Process evaluation of a randomised controlled trial
467,Nursing teamwork in the care of older people: A mixed methods study
468,Perspectives on Big Data applications of health information
469,A review of patient-led data acquisition for atrial fibrillation detection to prevent stroke
470,An integrated framework for using mobile sensing to understand response to mobile interventions among breast cancer patients
471,An intelligent multimodal medical diagnosis system based on patients’ medical questions and structured symptoms for telemedicine
472,Ontology Driven Smart Health Service Integration
473,Recent advances of HCI in decision-making tasks for optimized clinical workflows and precision medicine
474,Social media and adolescent well-being in the Global South
475,‘How can Johns Hopkins not be angry?’ A discursive case study of Chinese lay expert's science communication in the digital age
476,Big data and ambient intelligence in IoT-based wireless student health monitoring system
477,Barriers and facilitators of personal health record adoption in Indonesia: Health facilities’ perspectives
478,Investigating the effective factors of using mHealth apps for monitoring COVID-19 symptoms and contact tracing: A survey among Iranian citizens
479,Design and evaluation of a context-aware model based on psychophysiology
480,The minimum dataset for rare diseases in Brazil: a systematic review protocol
481,A systematic review of gamification in e-Health
482,Safety-driven design of machine learning for sepsis treatment
483,Sexting and behavioral health in first-time justice-involved adolescents
484,“‘Ninja’ levels of focus”: Therapeutic holding environments and the affective atmospheres of telepsychology during the COVID-19 pandemic
485,Physical education and its role in improving the health of college students by active participation and optimization by deep learning
486,Paper based vs. electronic records for clinical audit: Evidence of documentation of medication safety monitoring in youth prescribed antipsychotics
487,"Cybersecurity, safety and robots: Strengthening the link between cybersecurity and safety in the context of care robots"
488,Design and Development of Diagnostic Chabot for supporting Primary Health Care Systems
489,Syndemic effects in complex humanitarian emergencies: A framework for understanding political violence and improving multi-morbidity health outcomes
490,A pilot study using ecological momentary assessment via smartphone application to identify adolescent problematic internet use
491,"Early impact of the COVID-19 pandemic on promotion of infant activity, strength and communication: A qualitative exploration"
492,Will a digital camera cure your sick puppy? Modality and category effects in donation-based crowdfunding
493,Strategies for technology-driven service encounters for patient experience satisfaction in hospitals
494,The second pandemic: Examining structural inequality through reverberations of COVID-19 in Europe
495,IoT-based telemedicine for disease prevention and health promotion: State-of-the-Art
496,App-based maintenance treatment for alcohol use disorder after acute inpatient treatment: Study protocol for a multicentre randomized controlled trial
497,Five failures and five challenges for prevention and early intervention for personality disorder
498,Internet of things in medicine: A systematic mapping study
499,Reviewing the data security and privacy policies of mobile apps for depression
500,The difficult return: The arts and social health of returning military personnel
501,The role of social virtual world in increasing psychological resilience during the on-going COVID-19 pandemic
502,Investigating the relationship between the depression levels of midwives and nurses and their emotional labor and secondary traumatic stress levels in the COVID-19 pandemic period with structural equation modelling
503,Gender disparity in telehealth usage in Bangladesh during COVID-19
504,From mental power to muscle power—gaining strength by using the mind
505,Pilot study of a well-being app to support New Zealand young people during the COVID-19 pandemic
506,"REVISITING HEALTH INFORMATION TECHNOLOGY ETHICAL, LEGAL, and SOCIAL ISSUES and EVALUATION: TELEHEALTH/TELEMEDICINE and COVID-19"
507,An observational study of a cross platform risk assessment mobile application in a forensic inpatient setting
508,A self structuring artificial intelligence framework for deep emotions modeling and analysis on the social web
509,A Meta-Analysis of Artificial Intelligence Applications for Tracking COVID-19: The Case of the U.A.E.
510,The reality of virtual care: Implications for cancer care beyond the pandemic
511,Social robots as treatment agents: Pilot randomized controlled trial to deliver a behavior change intervention
512,Exploring scientific trajectories of a large-scale dataset using topic-integrated path extraction
513,Mobile device ownership among emergency department patients
514,Shifting to tele-creative arts therapies during the COVID-19 pandemic: An international study on helpful and challenging factors
515,"Psychological, addictive, and health behavior implications of the COVID-19 pandemic"
516,Psychiatrists' motives for practising in-patient compulsory care of patients with borderline personality disorder (BPD)
517,Excessive and pathological Internet use – Risk-behavior or psychopathology?
518,ACTing towards better living during COVID-19: The effects of Acceptance and Commitment therapy for individuals affected by COVID-19
519,"Pushing the bench: A mixed methods study of barriers to and facilitators of identification and referral into depression care by professional nurses in KwaZulu-Natal, South Africa"
520,Telehealth utilization during the Covid-19 pandemic: A systematic review
521,A smart ontology-based IoT framework for remote patient monitoring
522,‘The Last Arrival Point’: The refugee experience of resettlement in Ireland
523,A machine learning and blockchain based secure and cost-effective framework for minor medical consultations
524,Precarious work in the 21st century: A psychological perspective
525,Cultural adaptation of the Smiling is Fun program for the treatment of depression in the Ecuadorian public health care system: A study protocol for a randomized controlled trial
526,Intention to reduce drinking alcohol and preferred sources of support: An international cross-sectional study
527,Pre-trained ensemble model for identification of emotion during COVID-19 based on emergency response support system dataset
528,Constructing a mutually supportive interface between ethics and regulation
529,The Technology Factors as Barriers for Sustainable Health Information Systems (HIS) – A Review
530,Internet-delivered interventions for personality disorders – A scoping review
531,The (in)visible health risks of climate change
532,A survey on different human-machine interactions used for controlling an electric wheelchair
533,"A study on collaborative telepsychiatric consultations to outpatients of district hospitals of Karnataka, India"
534,Gambling disorder in the UK: key research priorities and the urgent need for independent research funding
535,What makes AI ‘intelligent’ and ‘caring’? Exploring affect and relationality across three sites of intelligence and care
536,Patient measurements simulation and event processing in telemedicine systems
537,The symbolic mediation of patient trust: Transnational health-seeking among Indian-Australians
538,Incarceration and cardiovascular health: Multiple mechanisms within an intersectional framework
539,Obstacles and features of health information systems: A systematic literature review
540,Barriers and facilitators to the implementation of parenting programs in real-world settings: A qualitative systematic review
541,Machine learning in medical applications: A review of state-of-the-art methods
542,Expectations about pain and analgesic treatment are shaped by medical providers’ facial appearances: Evidence from five online clinical simulation experiments
543,Information technology in emergency management of COVID-19 outbreak
544,Radiology interpretation process modeling
545,A framework to extract biomedical knowledge from gluten-related tweets: The case of dietary concerns in digital era
546,User evaluation of a therapist-guided internet-delivered treatment program for anxiety disorders: A qualitative study
547,Using a health information technology survey to explore the availability of addiction treatment data in the electronic health records: A National Drug Abuse Treatment Clinical Trials Network study
548,"Significant reduction in depressive symptoms among patients with moderately-severe to severe depressive symptoms after participation in a therapist-supported, evidence-based mobile health program delivered via a smartphone app"
549,"Implementation of internet-delivered cognitive behaviour therapy for pediatric obsessive-compulsive disorder: Lessons from clinics in Sweden, United Kingdom and Australia"
550,Teleconsultation for outpatient care of patients during the Covid-19 pandemic at a University Hospital in Colombia
551,A survey on security and authentication in wireless body area networks
552,Intervention stigma: How medication-assisted treatment marginalizes patients and providers
553,A secure web-based approach for accessing transitional health information for people with traumatic brain injury
554,Long Covid – The illness narratives
555,Polysomnographic identification of anxiety and depression using deep learning
556,The medical and societal impact of big data analytics and artificial intelligence applications in combating pandemics: A review focused on Covid-19
557,Technology-enhanced support for children with Down Syndrome: A systematic literature review
558,"AARIN: Affordable, accurate, reliable and innovative mechanism to protect a medical cyber-physical system using blockchain technology"
559,A high-level overview of AI ethics
560,Artificial intelligence medical platform and clinical care of chronic obstructive pulmonary disease based on microprocessor
561,"Disaster psychiatry in Asia: The potential of smartphones, mobile, and connected technologies"
562,The effectiveness of adapted psychological interventions for people from ethnic minority groups: A systematic review and conceptual typology
563,The plausibility of using unmanned aerial vehicles as a serious game for dealing with attention deficit-hyperactivity disorder
564,A brief psycho-social intervention for COVID-19 vaccine hesitancy among perinatal women in low-and middle-income countries: Need of the hour
565,Methods of usability testing in the development of eHealth applications: A scoping review
566,‘Is this something I should be worried about?’: A study of nurses' recontextualisation work when making clinical decisions based on patient reported outcome data
567,"A systematic review evaluating the implementation of technologies to assess, monitor and treat neurodevelopmental disorders: A map of the current evidence"
568,Mobile health in China: Current status and future development
569,Batching smartphone notifications can improve well-being
570,Nuya kankantawa (we are feeling healthy): Understandings of health and wellbeing among Shawi of the Peruvian Amazon
571,Tablet computers in support of rural and frontier clinical practice
572,A scope of mobile health solutions in COVID-19 pandemics
573,Pilot study of a mobile application-based intervention to induce changes in neural activity in the frontal region and behaviors in children with attention deficit hyperactivity disorder and/or intellectual disability
574,Genetic testing as a supporting tool in prescribing psychiatric medication: Design and protocol of the IMPACT study
575,‘The dual pandemic’ of suicide and COVID-19: A biopsychosocial narrative of risks and prevention
576,The Ecology of Youth Psychological Wellbeing in the COVID-19 Pandemic
577,How does IT identity affect individuals’ use behaviors associated with personal health devices (PHDs)? An empirical study
578,"Prevalence, gender correlates, and co-morbidity of trichotillomania"
579,A model for predicting missing items on the Health of the Nation Outcome Scale (HoNOS)
580,"Child safety, protection, and safeguarding in the time of COVID-19 in Great Britain: Proposing a conceptual framework"
581,Reinventing schizophrenia: Updating the construct ‐ Primary schizophrenia 2021 - The road ahead ‐
582,"Anxiety, depression and stress during the COVID-19 pandemic: Results from a cross-sectional survey"
583,Telehealth and eHealth interventions for posttraumatic stress disorder
584,CMED: Cloud based medical system framework for rural health monitoring in developing countries
585,The risks of risk. Regulating the use of machine learning for psychosis prediction
586,Implementing guided ICBT for chronic pain and fatigue: A qualitative evaluation among therapists and managers
587,Engagement with mobile health interventions for depression: A systematic review
588,Barriers and facilitators to the implementation of interventions for medically unexplained symptoms in primary care: A modified Delphi study
589,"An online, single-session intervention for adolescent self-injurious thoughts and behaviors: Results from a randomized trial"
590,Cardiorespiratory fitness as protection against the development of memory intrusions: A prospective trauma analogue study
591,Model-Driven Decision Making in Multiple Sclerosis Research: Existing Works and Latest Trends
592,Homeward bound or bound for a home? Assessing the capacity of dementia patients to make decisions about hospital discharge: Comparing practice with legal standards
593,Understanding the patient privacy perspective on health information exchange: A systematic review
594,The impact of the COVID-19 pandemic on the continuity of care for at-risk patients in Swiss primary care settings: A mixed-methods study
595,"The efficacy of automated feedback after internet-based depression screening: Study protocol of the German, three-armed, randomised controlled trial DISCOVER"
596,Perinatal mood and anxiety disorders: findings from focus groups of at risk women
597,Health and emergency-care platform for the elderly and disabled people in the Smart City
598,ADHD in eHealth - A Systematic Literature Review
599,Three years of digital consumer health information: a longitudinal study of the touch screen health kiosk
600,A novel approach for predicting acute hospitalizations among elderly recipients of home care? A model development study
601,Comparing experiential acceptance and cognitive reappraisal as predictors of functional outcome in individuals with serious mental illness
602,EHR application portfolio and hospital performance: Effects across hospitals with varying administrative scale and clinical complexity
603,Latent variable mixture modelling and individual treatment prediction
604,Using locational data in a novel mixed-methods sequence design: Identifying critical health care barriers for people with disabilities in Malawi
605,Health information technology:Fallacies and Sober realities – Redux A homage to Bentzi Karsh and Robert Wears
606,A systematic review of stigma interventions for providers who treat patients with substance use disorders
607,SCAI-SVSC: Smart clothing for effective interaction with a sustainable vital sign collection
608,IT Integration and Patient Safety: The Case of a Software Tool
609,Completed secondary education among youth with prenatal substance exposure: A longitudinal register-based matched cohort study
610,Pairing conceptual modeling with machine learning
611,Challenges in the Market Launch of Active Assisted Living Solutions - Empirical Results from European Experts
612,"The social dimension of domesticating technology: Interactions between older adults, caregivers, and robots in the home"
613,Exploring how virtual primary care visits affect patient burden of treatment
614,"Indigeneity, diversity, and equity in Internet interventions: Could ISRII contribute to making health care a universal human right?"
615,An emotion-based online intervention for reducing anxiety and depression in cancer patients: Study protocol for a randomized controlled trial
616,Perspective on holonic manufacturing systems: PROSA becomes ARTI
617,Detection of self-reported experiences with corruption on twitter using unsupervised machine learning
618,Smart wearable systems: Current status and future challenges
619,Reconsidering human dignity in the new era
620,Compulsory community treatment and ethnicity: Findings from a culturally and linguistically diverse area of Queensland
621,Investigating the impact of a psychoanalytic nursing development group within an adolescent psychiatric intensive care unit (PICU)
622,A comparative study on computer-integrated set-ups to design human-centred manufacturing systems
623,Esports matrix: Structuring the esports research agenda
624,Effectiveness of health web-based and mobile app-based interventions designed to improve informal caregiver’s well-being and quality of life: A systematic review
625,Evaluation in Life Cycle of Information Technology (ELICIT) framework: Supporting the innovation life cycle from business case assessment to summative evaluation
626,The impact of the Covid-19 lockdown on the experiences and feeding practices of new mothers in the UK: Preliminary data from the COVID-19 New Mum Study
627,“Invisible” children: A multiple case study on the experiences and protection of hospital-stranded children
628,Mobile Applications for Caregivers of Individuals with Chronic Conditions and/or Diseases: Quantitative Content Analysis
629,Technology and value network evolution in telehealth
630,Understanding nurses’ perceptions of barriers and enablers to use of a new electronic medical record system in Australia: A qualitative study
631,Telemedicine-delivered treatment interventions for substance use disorders: A systematic review
632,Multi-faceted informatics system for digitising and streamlining the reablement care model
633,Cardio-metabolic risk in individuals prescribed long-acting injectable antipsychotic medication
634,A Systematic Review of Loneliness and Social Isolation among Hispanic/Latinx Older Adults in the United States
635,The problem of trust in innovative ICT technologies used in e-health systems. The case study of private health care units located in Szczecin
636,Using a sociological conceptualization of stigma to explore the social processes of stigma and discrimination of children in street situations in western Kenya
637,EEG based Major Depressive disorder and Bipolar disorder detection using Neural Networks:A review
638,Deep learning for temporal data representation in electronic health records: A systematic review of challenges and methodologies
639,Experiences of internet-delivered and work-focused cognitive behavioral therapy for stress: A qualitative study
640,Mobile-health: A review of current state in 2015
641,Navigating the development and dissemination of internet cognitive behavioral therapy (iCBT) for anxiety disorders in children and young people: A consensus statement with recommendations from the #iCBTLorentz Workshop Group
642,STEMI-CR: Solution for Patients with Acute Myocardial Infarction at Home-Based Cardiac Rehabilitation Program
643,Mobile resource referral technology for preventive child welfare services: Implementation and feasibility
644,Clinical informatics solutions in COVID-19 pandemic: Scoping literature review
645,"Attitudes toward schizophrenia in the general population, psychiatric staff, physicians, and psychiatrists: A web-based survey in Japan"
646,"Predicting the 9-year course of mood and anxiety disorders with automated machine learning: A comparison between auto-sklearn, naïve Bayes classifier, and traditional logistic regression"
647,Applications of artificial intelligence to aid early detection of dementia: A scoping review on current capabilities and future directions
648,"Psychosocial health and prevention of crisis in rural areas – Results of a pilot panel on psychosocial problems, subjective burden, and utilization of help in Germany"
649,The gender responsiveness of social entrepreneurship in health – A review of initiatives by Ashoka fellows
650,Exploring driving behaviour from the perspectives of individuals with chronic pain and health professionals
651,Drug and alcohol practitioners’ attitudes toward the use of standardized assessment
652,Designing an efficient electroencephalography system using database with embedded images management approach
653,"Considering something ‘ELSE’: Ethical, legal and socio-economic factors in medical imaging and medical informatics"
654,Examining the potential of virtual reality to deliver remote rehabilitation
655,Telephone delivery of psychological interventions: Balancing protocol with patient-centred care
656,Smart conversational agents for the detection of neuropsychiatric disorders: A systematic review
657,The peace of paper: Patient lists as work tools
658,Digitized patient–provider interaction: How does it matter? A qualitative meta-synthesis
659,Portable health clinic for sustainable care of mothers and newborns in rural Bangladesh
660,A maturing mindfulness-based cognitive therapy reflects on two critical issues
661,Incentives for learning: How free offers help or hinder motivation
662,"Child protection cases, one size fits all? Cluster analyses of risk and protective factors"
663,Hybridity as a process of technology's ‘translation’: Customizing a national Electronic Patient Record
664,Vicarious traumatization among child welfare and child protection professionals: A systematic review
665,Education in a Datafied World: Balancing Children's Rights and School's Responsibilities in the age of Covid 19
666,"Enabling ubiquitous patient monitoring: Model, decision protocols, opportunities and challenges"
667,Addictive behaviours among university students in Malaysia during COVID-19 pandemic
668,Completion of electronic nursing documentation of inpatient admission assessment: Insights from Australian metropolitan hospitals
669,"Factors influencing knowledge, awareness, and compliance with standard precautions among psychiatric nurses"
670,Advantages and disadvantages of online and blended therapy: Replication and extension of findings on psychotherapists' appraisals
671,Clinical Decision Support Systems for Triage in the Emergency Department using Intelligent Systems: a Review
672,"Precision health data: Requirements, challenges and existing techniques for data security and privacy"
673,Health information management practices in informal caregiving: An artifacts analysis and implications for IT design
674,Professionals’ preferences and experiences with inter-organizational consultation to assess suspicions of child abuse and neglect
675,Missing care: A framework to address the issue of frequent missing values;The case of a clinical decision support system for Parkinson's disease
676,Older adults talk technology: Technology usage and attitudes
677,Behavior Problems Inventory (BPI): Psychometric characteristics of an instrument for routine assessment of persons with psychoses and related disorders
678,Trending the evidence on opioid use disorder (OUD) continuum of care among rural American Indian/Alaskan Native (AI/AN) tribes: A systematic scoping review
679,Incorporating community-level risk factors into traumatic stress research: Adopting a public health lens
680,Emotion recognition using speech and neural structured learning to facilitate edge intelligence
681,Promoting users’ intention to share online health articles on social media: The role of confirmation bias
682,Exposure to televised political campaign advertisements aired in the United States 2015–2016 election cycle and psychological distress
683,New Assistive Technologies in Dementia and Mild Cognitive Impairment Care: A PubMed Review
684,The impact of eSports and online video gaming on lifestyle behaviours in youth: A systematic review
685,Mobile health and neurocognitive domains evaluation through smartphones: A meta-analysis
686,An integrated big data analytics-enabled transformation model: Application to health care
687,"Tracking biomedicalization in the media: Public discourses on health and medicine in the UK and Italy, 1984–2017"
688,Revisiting the privacy calculus: Why are consumers (really) willing to disclose personal data online?
689,Protection of records and data authentication based on secret shares and watermarking
690,“You get to know the people and whether they’re talking sense or not”: Negotiating trust on health-related forums
691,Plastic diagnostics: The remaking of disease and evidence in personalized medicine
692,"Peer supervision for assuring the quality of non-specialist provider delivered psychological intervention: Lessons from a trial for perinatal depression in Goa, India"
693,Mobile app-based chatbot to deliver cognitive behavioral therapy and psychoeducation for adults with attention deficit: A development and feasibility/usability study
694,Using programme budgeting and marginal analysis (PBMA) to set priorities: Reflections from a qualitative assessment in an English Primary Care Trust
695,Surgical data science – from concepts toward clinical translation
696,"Solidarity appraisal, meaning, and markers of welfare in frontline workers in the UK and Ireland during the Covid-19 pandemic"
697,"“From the prison door right to the sidewalk, everything went downhill,” A qualitative study of the health experiences of recently released inmates"
698,"A picture of the older homeless female veteran: A qualitative, case study analysis"
699,Care by video consultations: why or why not?
700,Primary caregivers experience of anti-psychotic medication: A qualitative study
701,Help seeking behavior and the Internet: A national survey
702,Readiness to accept health information and communication technologies: A population-based survey of community-dwelling older adults
703,Parental engagement in preventive youth health care: Effect evaluation
704,Involving patients' perspective in the development of an internet- and mobile-based CBT intervention for adolescents with chronic medical conditions: Findings from a qualitative study
705,Interpretation and integration of the federal substance use privacy protection rule in integrated health systems: A qualitative analysis
706,Patients self-mastery of wearable devices for seizure detection: A direct user-experience
707,A cross-sectional online survey on patients’ satisfaction using store-and-forward voice and text messaging teleconsultation service during the COVID‑19 pandemic
708,"Understanding adolescents living with HIV in Accra, Ghana"
709,Modelling the quality of life goals of people living with dementia
710,Evaluation of Mobile Health apps for Non-Medical Cannabis Use: A Scoping Review
711,Factors influencing online health information search: An empirical analysis of a national cancer-related survey
712,The social life of health records: Understanding families' experiences of autism
713,Eye tracking in Child Computer Interaction: Challenges and opportunities
714,Applications of virtual and augmented reality in infectious disease epidemics with a focus on the COVID-19 outbreak
715,Arts-based research practices in music therapy research: Existing and potential developments
716,Building a personal health record from a nursing perspective
717,Designing mobile technology for elderly. A theoretical overview
718,Deeper learning in collaborative concept mapping: A mixed methods study of conflict resolution
719,Assessing mobile health applications with twitter analytics
720,“It makes it more real”: Examining ambiguous fetal meanings in abortion care
721,"Women's empowerment and generalized anxiety in Minya, Egypt"
722,The framing of health technologies on social media by major actors: Prominent health issues and COVID-related public concerns
723,"Therapist-supported online remote behavioural intervention for tics in children and adolescents in England (ORBIT): a multicentre, parallel group, single-blind, randomised controlled trial"
724,A contextual-behavioral perspective on chronic pain during the COVID-19 pandemic and future times of mandated physical distancing
725,Community views of the federal emergency management agency's “whole community” strategy in a complex US City: Re-envisioning societal resilience
726,An overview of data fusion techniques for Internet of Things enabled physical activity recognition and measure
727,Social media interventions targeting exercise and diet behaviours in people with noncommunicable diseases (NCDs): A systematic review
728,"Evolution and revolution: Personality research for the coming world of robots, artificial intelligence, and autonomous systems"
729,State of the art and a mixed-method personalized approach to assess patient perceptions on medical record sharing and sensitivity
730,Wiki-Health: From Quantified Self to Self-Understanding
731,Using HL7 FHIR to achieve interoperability in patient health record
732,Distributed clinical data sharing via dynamic access-control policy transformation
733,Factors affecting engagement of primary health care professionals and their patients in facilitated access to online alcohol screening and brief intervention
734,Social media’s influence on adolescents′ food choices: A mixed studies systematic literature review
735,Medical Imaging Data and Process Analysis in a Stroke Scenario
736,Design of autonomous online social community architecture for older adults
737,Interaction design for paediatric emergency VR training
738,Innovations in CBT treatment for hoarding: Transcending office walls
739,A perspective on categorizing Personal and Sensitive Data and the analysis of practical protection regulations
740,The self-assessed information security skills of the Finnish population: a regression analysis
741,Optimization of signal quality over comfortability of textile electrodes for ECG monitoring in fog computing based medical applications
742,Practitioner use of and attitudes towards videoconferencing for the delivery of evidence-based telemental health interventions: A mixed methods study
743,Self-stigma in PTSD: Prevalence and correlates
744,Psychosocial factors and hospitalisations for COVID-19: Prospective cohort study based on a community sample
745,Robot acceptance model for care (RAM-care): A principled approach to the intention to use care robots
746,Pharmaceutical supply chain models: A synthesis from a systems view of operations research
747,"Mapping the Dutch SNOMED CT subset to Omaha System, NANDA International and International Classification of Functioning, Disability and Health"
748,A child’s right to protection during the COVID-19 crisis: An exploratory study of the child protective services of Estonia
749,A framework for the comparison of mobile patient monitoring systems
750,"Understanding user responses to the COVID-19 pandemic on Twitter from a terror management theory perspective: Cultural differences among the US, UK and India"
751,Health anxiety in the digital age: An exploration of psychological determinants of online health information seeking
752,What adaptions are effective to cognitive behavioural interventions for adults with long-term conditions and medically unexplained symptoms? A systematic review
753,Quality of sweatshop factory outdoor environments matters for workers’ stress and anxiety: A participatory smartphone-photography survey
754,COVID-19 BR: A web portal for COVID-19 information in Brazil
755,Kub-E: An interactive design device for children with panic disorder
756,Fuzzy constructs in technology usage scales
757,A new RFID ultra-lightweight authentication protocol for medical privacy protection in smart living
758,Towards a contextual theory of Mobile Health Data Protection (MHDP): A realist perspective
